"001-ANTHONY CITY HALL" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"ELECTION DAY" ,10 ,
"036-VILAS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"EARLY VOTING" ,6 ,
"036-VILAS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"PAPER EARLY" ,0 ,
"036-VILAS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"Total" ,6 ,
"036-VILAS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"ELECTION DAY" ,0 ,
"036-VILAS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"EARLY VOTING" ,4 ,
"036-VILAS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"PAPER EARLY" ,3 ,
"036-VILAS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"Total" ,7 ,
"036-VILAS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"ELECTION DAY" ,0 ,
"036-VILAS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"EARLY VOTING" ,5 ,
"036-VILAS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"PAPER EARLY" ,2 ,
"036-VILAS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"Total" ,7 ,
"036-VILAS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"ELECTION DAY" ,0 ,
"036-VILAS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"EARLY VOTING" ,5 ,
"036-VILAS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"PAPER EARLY" ,1 ,
"036-VILAS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"Total" ,6 ,
"036-VILAS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"ELECTION DAY" ,0 ,
"036-VILAS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"EARLY VOTING" ,5 ,
"036-VILAS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"PAPER EARLY" ,1 ,
"036-VILAS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"Total" ,6 ,
"036-VILAS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"ELECTION DAY" ,1 ,
"036-VILAS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"EARLY VOTING" ,5 ,
"036-VILAS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"PAPER EARLY" ,2 ,
"036-VILAS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"Total" ,8 ,
"036-VILAS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"ELECTION DAY" ,36 ,
"036-VILAS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"EARLY VOTING" ,26 ,
"036-VILAS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"PAPER EARLY" ,3 ,
"036-VILAS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"Total" ,65 ,
"036-VILAS ELEMENTARY" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"ELECTION DAY" ,16 ,
"036-VILAS ELEMENTARY" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"EARLY VOTING" ,21 ,
"036-VILAS ELEMENTARY" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"PAPER EARLY" ,0 ,
"036-VILAS ELEMENTARY" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"Total" ,37 ,
"036-VILAS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"ELECTION DAY" ,15 ,
"036-VILAS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"EARLY VOTING" ,29 ,
"036-VILAS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"PAPER EARLY" ,1 ,
"036-VILAS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"Total" ,45 ,
"036-VILAS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"ELECTION DAY" ,39 ,
"036-VILAS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"EARLY VOTING" ,35 ,
"036-VILAS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"PAPER EARLY" ,3 ,
"036-VILAS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"Total" ,77 ,
"036-VILAS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"ELECTION DAY" ,31 ,
"036-VILAS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"EARLY VOTING" ,30 ,
"036-VILAS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"PAPER EARLY" ,2 ,
"036-VILAS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"Total" ,63 ,
"036-VILAS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"ELECTION DAY" ,25 ,
"036-VILAS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"EARLY VOTING" ,30 ,
"036-VILAS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"PAPER EARLY" ,2 ,
"036-VILAS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"Total" ,57 ,
"036-VILAS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,10 ,"LAURA STRATHMANN" ,"DEM" ,"ELECTION DAY" ,20 ,
"036-VILAS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,10 ,"LAURA STRATHMANN" ,"DEM" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,10 ,"LAURA STRATHMANN" ,"DEM" ,"EARLY VOTING" ,36 ,
"036-VILAS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,10 ,"LAURA STRATHMANN" ,"DEM" ,"PAPER EARLY" ,2 ,
"036-VILAS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,10 ,"LAURA STRATHMANN" ,"DEM" ,"Total" ,58 ,
"036-VILAS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,20 ,"LUCILA CAMARENA" ,"DEM" ,"ELECTION DAY" ,36 ,
"036-VILAS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,20 ,"LUCILA CAMARENA" ,"DEM" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,20 ,"LUCILA CAMARENA" ,"DEM" ,"EARLY VOTING" ,29 ,
"036-VILAS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,20 ,"LUCILA CAMARENA" ,"DEM" ,"PAPER EARLY" ,2 ,
"036-VILAS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,20 ,"LUCILA CAMARENA" ,"DEM" ,"Total" ,67 ,
"036-VILAS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,10 ,"SERGIO ENRIQUEZ" ,"DEM" ,"ELECTION DAY" ,29 ,
"036-VILAS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,10 ,"SERGIO ENRIQUEZ" ,"DEM" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,10 ,"SERGIO ENRIQUEZ" ,"DEM" ,"EARLY VOTING" ,33 ,
"036-VILAS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,10 ,"SERGIO ENRIQUEZ" ,"DEM" ,"PAPER EARLY" ,1 ,
"036-VILAS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,10 ,"SERGIO ENRIQUEZ" ,"DEM" ,"Total" ,63 ,
"036-VILAS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,20 ,"REGINA ARDITTI" ,"DEM" ,"ELECTION DAY" ,27 ,
"036-VILAS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,20 ,"REGINA ARDITTI" ,"DEM" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,20 ,"REGINA ARDITTI" ,"DEM" ,"EARLY VOTING" ,33 ,
"036-VILAS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,20 ,"REGINA ARDITTI" ,"DEM" ,"PAPER EARLY" ,3 ,
"036-VILAS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,20 ,"REGINA ARDITTI" ,"DEM" ,"Total" ,63 ,
"036-VILAS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,10 ,"THERESA CABALLERO TC" ,"DEM" ,"ELECTION DAY" ,34 ,
"036-VILAS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,10 ,"THERESA CABALLERO TC" ,"DEM" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,10 ,"THERESA CABALLERO TC" ,"DEM" ,"EARLY VOTING" ,27 ,
"036-VILAS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,10 ,"THERESA CABALLERO TC" ,"DEM" ,"PAPER EARLY" ,3 ,
"036-VILAS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,10 ,"THERESA CABALLERO TC" ,"DEM" ,"Total" ,64 ,
"036-VILAS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,20 ,"DIANE NAVARRETE" ,"DEM" ,"ELECTION DAY" ,25 ,
"036-VILAS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,20 ,"DIANE NAVARRETE" ,"DEM" ,"PAPER EDAY" ,0 ,
"036-VILAS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,20 ,"DIANE NAVARRETE" ,"DEM" ,"EARLY VOTING" ,41 ,
"036-VILAS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,20 ,"DIANE NAVARRETE" ,"DEM" ,"PAPER EARLY" ,1 ,
"036-VILAS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,20 ,"DIANE NAVARRETE" ,"DEM" ,"Total" ,67 ,
"037-FATHER PINTO COMPLEX" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"ELECTION DAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"EARLY VOTING" ,2 ,
"037-FATHER PINTO COMPLEX" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"PAPER EARLY" ,0 ,
"037-FATHER PINTO COMPLEX" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"Total" ,2 ,
"037-FATHER PINTO COMPLEX" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"ELECTION DAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"EARLY VOTING" ,2 ,
"037-FATHER PINTO COMPLEX" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"PAPER EARLY" ,0 ,
"037-FATHER PINTO COMPLEX" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"Total" ,2 ,
"037-FATHER PINTO COMPLEX" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"ELECTION DAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"EARLY VOTING" ,2 ,
"037-FATHER PINTO COMPLEX" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"PAPER EARLY" ,0 ,
"037-FATHER PINTO COMPLEX" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"Total" ,2 ,
"037-FATHER PINTO COMPLEX" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"ELECTION DAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"EARLY VOTING" ,1 ,
"037-FATHER PINTO COMPLEX" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"PAPER EARLY" ,0 ,
"037-FATHER PINTO COMPLEX" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"Total" ,1 ,
"037-FATHER PINTO COMPLEX" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"ELECTION DAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"EARLY VOTING" ,2 ,
"037-FATHER PINTO COMPLEX" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"PAPER EARLY" ,0 ,
"037-FATHER PINTO COMPLEX" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"Total" ,2 ,
"037-FATHER PINTO COMPLEX" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"ELECTION DAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"EARLY VOTING" ,1 ,
"037-FATHER PINTO COMPLEX" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"PAPER EARLY" ,0 ,
"037-FATHER PINTO COMPLEX" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"Total" ,1 ,
"037-FATHER PINTO COMPLEX" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"ELECTION DAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"EARLY VOTING" ,2 ,
"037-FATHER PINTO COMPLEX" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"PAPER EARLY" ,0 ,
"037-FATHER PINTO COMPLEX" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"Total" ,2 ,
"037-FATHER PINTO COMPLEX" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"ELECTION DAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"EARLY VOTING" ,2 ,
"037-FATHER PINTO COMPLEX" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"PAPER EARLY" ,0 ,
"037-FATHER PINTO COMPLEX" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"Total" ,2 ,
"037-FATHER PINTO COMPLEX" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"ELECTION DAY" ,13 ,
"037-FATHER PINTO COMPLEX" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"EARLY VOTING" ,9 ,
"037-FATHER PINTO COMPLEX" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"PAPER EARLY" ,0 ,
"037-FATHER PINTO COMPLEX" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"Total" ,22 ,
"037-FATHER PINTO COMPLEX" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"ELECTION DAY" ,15 ,
"037-FATHER PINTO COMPLEX" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"EARLY VOTING" ,6 ,
"037-FATHER PINTO COMPLEX" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"PAPER EARLY" ,3 ,
"037-FATHER PINTO COMPLEX" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"Total" ,24 ,
"037-FATHER PINTO COMPLEX" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"ELECTION DAY" ,11 ,
"037-FATHER PINTO COMPLEX" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"EARLY VOTING" ,11 ,
"037-FATHER PINTO COMPLEX" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"PAPER EARLY" ,4 ,
"037-FATHER PINTO COMPLEX" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"Total" ,26 ,
"037-FATHER PINTO COMPLEX" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"ELECTION DAY" ,20 ,
"037-FATHER PINTO COMPLEX" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"EARLY VOTING" ,9 ,
"037-FATHER PINTO COMPLEX" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"PAPER EARLY" ,0 ,
"037-FATHER PINTO COMPLEX" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"Total" ,29 ,
"037-FATHER PINTO COMPLEX" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"ELECTION DAY" ,17 ,
"037-FATHER PINTO COMPLEX" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"EARLY VOTING" ,12 ,
"037-FATHER PINTO COMPLEX" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"PAPER EARLY" ,1 ,
"037-FATHER PINTO COMPLEX" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"Total" ,30 ,
"037-FATHER PINTO COMPLEX" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"ELECTION DAY" ,13 ,
"037-FATHER PINTO COMPLEX" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"PAPER EDAY" ,0 ,
"037-FATHER PINTO COMPLEX" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"EARLY VOTING" ,7 ,
"037-FATHER PINTO COMPLEX" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"PAPER EARLY" ,2 ,
"037-FATHER PINTO COMPLEX" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"Total" ,22 ,
