"Code 1 - Boxes 101, 102, 103, 104, 206, 207" ,30 ,"R- US Senator" ,10 ,"David Dewhurst" ,"NP" ,"Election Day" ,101 ,
"Code 4 - Boxes 209, 414" ,50 ,"R- US Representative D15" ,10 ,"Eddie Zamora" ,"NP" ,"Total" ,74 ,
"Code 4 - Boxes 209, 414" ,50 ,"R- US Representative D15" ,20 ,"Dale A. Brueggemann" ,"NP" ,"Election Day" ,108 ,
"Code 4 - Boxes 209, 414" ,50 ,"R- US Representative D15" ,20 ,"Dale A. Brueggemann" ,"NP" ,"Early Voting" ,27 ,
"Code 4 - Boxes 209, 414" ,50 ,"R- US Representative D15" ,20 ,"Dale A. Brueggemann" ,"NP" ,"EV Mail" ,0 ,
"Code 4 - Boxes 209, 414" ,50 ,"R- US Representative D15" ,20 ,"Dale A. Brueggemann" ,"NP" ,"Provisional" ,0 ,
"Code 4 - Boxes 209, 414" ,50 ,"R- US Representative D15" ,20 ,"Dale A. Brueggemann" ,"NP" ,"Total" ,135 ,
"Code 4 - Boxes 209, 414" ,90 ,"R- Railroad Comm" ,10 ,"Warren Chisum" ,"NP" ,"Election Day" ,69 ,
"Code 4 - Boxes 209, 414" ,90 ,"R- Railroad Comm" ,10 ,"Warren Chisum" ,"NP" ,"Early Voting" ,11 ,
"Code 4 - Boxes 209, 414" ,90 ,"R- Railroad Comm" ,10 ,"Warren Chisum" ,"NP" ,"EV Mail" ,0 ,
"Code 4 - Boxes 209, 414" ,90 ,"R- Railroad Comm" ,10 ,"Warren Chisum" ,"NP" ,"Provisional" ,0 ,
"Code 4 - Boxes 209, 414" ,90 ,"R- Railroad Comm" ,10 ,"Warren Chisum" ,"NP" ,"Total" ,80 ,
"Code 4 - Boxes 209, 414" ,90 ,"R- Railroad Comm" ,20 ,"Christi Craddick" ,"NP" ,"Election Day" ,98 ,
"Code 4 - Boxes 209, 414" ,90 ,"R- Railroad Comm" ,20 ,"Christi Craddick" ,"NP" ,"Early Voting" ,25 ,
"Code 4 - Boxes 209, 414" ,90 ,"R- Railroad Comm" ,20 ,"Christi Craddick" ,"NP" ,"EV Mail" ,0 ,
"Code 4 - Boxes 209, 414" ,90 ,"R- Railroad Comm" ,20 ,"Christi Craddick" ,"NP" ,"Provisional" ,0 ,
"Code 4 - Boxes 209, 414" ,90 ,"R- Railroad Comm" ,20 ,"Christi Craddick" ,"NP" ,"Total" ,123 ,
"Code 4 - Boxes 209, 414" ,110 ,"R- Railroad Comm-Unexp" ,10 ,"Barry Smitherman" ,"NP" ,"Election Day" ,121 ,
"Code 4 - Boxes 209, 414" ,110 ,"R- Railroad Comm-Unexp" ,10 ,"Barry Smitherman" ,"NP" ,"Early Voting" ,29 ,
"Code 4 - Boxes 209, 414" ,110 ,"R- Railroad Comm-Unexp" ,10 ,"Barry Smitherman" ,"NP" ,"EV Mail" ,0 ,
"Code 4 - Boxes 209, 414" ,110 ,"R- Railroad Comm-Unexp" ,10 ,"Barry Smitherman" ,"NP" ,"Provisional" ,0 ,
"Code 4 - Boxes 209, 414" ,110 ,"R- Railroad Comm-Unexp" ,10 ,"Barry Smitherman" ,"NP" ,"Total" ,150 ,
"Code 4 - Boxes 209, 414" ,110 ,"R- Railroad Comm-Unexp" ,20 ,"Greg Parker" ,"NP" ,"Election Day" ,45 ,
"Code 4 - Boxes 209, 414" ,110 ,"R- Railroad Comm-Unexp" ,20 ,"Greg Parker" ,"NP" ,"Early Voting" ,7 ,
"Code 4 - Boxes 209, 414" ,110 ,"R- Railroad Comm-Unexp" ,20 ,"Greg Parker" ,"NP" ,"EV Mail" ,0 ,
"Code 4 - Boxes 209, 414" ,110 ,"R- Railroad Comm-Unexp" ,20 ,"Greg Parker" ,"NP" ,"Provisional" ,0 ,
"Code 4 - Boxes 209, 414" ,110 ,"R- Railroad Comm-Unexp" ,20 ,"Greg Parker" ,"NP" ,"Total" ,52 ,
"Code 4 - Boxes 209, 414" ,150 ,"R- Justice Supreme Court 4" ,10 ,"David Medina" ,"NP" ,"Election Day" ,59 ,
"Code 4 - Boxes 209, 414" ,150 ,"R- Justice Supreme Court 4" ,10 ,"David Medina" ,"NP" ,"Early Voting" ,15 ,
"Code 4 - Boxes 209, 414" ,150 ,"R- Justice Supreme Court 4" ,10 ,"David Medina" ,"NP" ,"EV Mail" ,0 ,
"Code 4 - Boxes 209, 414" ,150 ,"R- Justice Supreme Court 4" ,10 ,"David Medina" ,"NP" ,"Provisional" ,0 ,
"Code 4 - Boxes 209, 414" ,150 ,"R- Justice Supreme Court 4" ,10 ,"David Medina" ,"NP" ,"Total" ,74 ,
"Code 4 - Boxes 209, 414" ,150 ,"R- Justice Supreme Court 4" ,20 ,"John Devine" ,"NP" ,"Election Day" ,107 ,
"Code 4 - Boxes 209, 414" ,150 ,"R- Justice Supreme Court 4" ,20 ,"John Devine" ,"NP" ,"Early Voting" ,21 ,
"Code 4 - Boxes 209, 414" ,150 ,"R- Justice Supreme Court 4" ,20 ,"John Devine" ,"NP" ,"EV Mail" ,0 ,
"Code 4 - Boxes 209, 414" ,150 ,"R- Justice Supreme Court 4" ,20 ,"John Devine" ,"NP" ,"Provisional" ,0 ,
"Code 4 - Boxes 209, 414" ,150 ,"R- Justice Supreme Court 4" ,20 ,"John Devine" ,"NP" ,"Total" ,128 ,
"Code 5 - Boxes 415, 416" ,30 ,"R- US Senator" ,10 ,"David Dewhurst" ,"NP" ,"Election Day" ,68 ,
"Code 5 - Boxes 415, 416" ,30 ,"R- US Senator" ,10 ,"David Dewhurst" ,"NP" ,"Early Voting" ,38 ,
"Code 5 - Boxes 415, 416" ,30 ,"R- US Senator" ,10 ,"David Dewhurst" ,"NP" ,"EV Mail" ,11 ,
"Code 5 - Boxes 415, 416" ,30 ,"R- US Senator" ,10 ,"David Dewhurst" ,"NP" ,"Provisional" ,0 ,
"Code 5 - Boxes 415, 416" ,30 ,"R- US Senator" ,10 ,"David Dewhurst" ,"NP" ,"Total" ,117 ,
"Code 5 - Boxes 415, 416" ,30 ,"R- US Senator" ,20 ,"Ted Cruz" ,"NP" ,"Election Day" ,191 ,
"Code 5 - Boxes 415, 416" ,30 ,"R- US Senator" ,20 ,"Ted Cruz" ,"NP" ,"Early Voting" ,94 ,
"Code 5 - Boxes 415, 416" ,30 ,"R- US Senator" ,20 ,"Ted Cruz" ,"NP" ,"EV Mail" ,13 ,
"Code 5 - Boxes 415, 416" ,30 ,"R- US Senator" ,20 ,"Ted Cruz" ,"NP" ,"Provisional" ,0 ,
"Code 5 - Boxes 415, 416" ,30 ,"R- US Senator" ,20 ,"Ted Cruz" ,"NP" ,"Total" ,298 ,
"Code 5 - Boxes 415, 416" ,40 ,"D- US Senator" ,10 ,"Grady Yarbrough" ,"NP" ,"Election Day" ,8 ,
"Code 5 - Boxes 415, 416" ,40 ,"D- US Senator" ,10 ,"Grady Yarbrough" ,"NP" ,"Early Voting" ,0 ,
"Code 5 - Boxes 415, 416" ,40 ,"D- US Senator" ,10 ,"Grady Yarbrough" ,"NP" ,"EV Mail" ,1 ,
"Code 5 - Boxes 415, 416" ,40 ,"D- US Senator" ,10 ,"Grady Yarbrough" ,"NP" ,"Provisional" ,0 ,
"Code 5 - Boxes 415, 416" ,40 ,"D- US Senator" ,10 ,"Grady Yarbrough" ,"NP" ,"Total" ,9 ,
"Code 5 - Boxes 415, 416" ,40 ,"D- US Senator" ,20 ,"Paul Sadler" ,"NP" ,"Election Day" ,7 ,
"Code 5 - Boxes 415, 416" ,40 ,"D- US Senator" ,20 ,"Paul Sadler" ,"NP" ,"Early Voting" ,5 ,
"Code 5 - Boxes 415, 416" ,40 ,"D- US Senator" ,20 ,"Paul Sadler" ,"NP" ,"EV Mail" ,1 ,
"Code 5 - Boxes 415, 416" ,40 ,"D- US Senator" ,20 ,"Paul Sadler" ,"NP" ,"Provisional" ,0 ,
"Code 5 - Boxes 415, 416" ,40 ,"D- US Senator" ,20 ,"Paul Sadler" ,"NP" ,"Total" ,13 ,
"Code 5 - Boxes 415, 416" ,90 ,"R- Railroad Comm" ,10 ,"Warren Chisum" ,"NP" ,"Election Day" ,88 ,
"Code 5 - Boxes 415, 416" ,90 ,"R- Railroad Comm" ,10 ,"Warren Chisum" ,"NP" ,"Early Voting" ,43 ,
"Code 5 - Boxes 415, 416" ,90 ,"R- Railroad Comm" ,10 ,"Warren Chisum" ,"NP" ,"EV Mail" ,11 ,
"Code 5 - Boxes 415, 416" ,90 ,"R- Railroad Comm" ,10 ,"Warren Chisum" ,"NP" ,"Provisional" ,0 ,
"Code 5 - Boxes 415, 416" ,90 ,"R- Railroad Comm" ,10 ,"Warren Chisum" ,"NP" ,"Total" ,142 ,
"Code 5 - Boxes 415, 416" ,90 ,"R- Railroad Comm" ,20 ,"Christi Craddick" ,"NP" ,"Election Day" ,153 ,
"Code 5 - Boxes 415, 416" ,90 ,"R- Railroad Comm" ,20 ,"Christi Craddick" ,"NP" ,"Early Voting" ,84 ,
"Code 5 - Boxes 415, 416" ,90 ,"R- Railroad Comm" ,20 ,"Christi Craddick" ,"NP" ,"EV Mail" ,13 ,
"Code 5 - Boxes 415, 416" ,90 ,"R- Railroad Comm" ,20 ,"Christi Craddick" ,"NP" ,"Provisional" ,0 ,
"Code 5 - Boxes 415, 416" ,90 ,"R- Railroad Comm" ,20 ,"Christi Craddick" ,"NP" ,"Total" ,250 ,
"Code 5 - Boxes 415, 416" ,110 ,"R- Railroad Comm-Unexp" ,10 ,"Barry Smitherman" ,"NP" ,"Election Day" ,161 ,
"Code 5 - Boxes 415, 416" ,110 ,"R- Railroad Comm-Unexp" ,10 ,"Barry Smitherman" ,"NP" ,"Early Voting" ,73 ,
"Code 5 - Boxes 415, 416" ,110 ,"R- Railroad Comm-Unexp" ,10 ,"Barry Smitherman" ,"NP" ,"EV Mail" ,19 ,
"Code 5 - Boxes 415, 416" ,110 ,"R- Railroad Comm-Unexp" ,10 ,"Barry Smitherman" ,"NP" ,"Provisional" ,0 ,
"Code 5 - Boxes 415, 416" ,110 ,"R- Railroad Comm-Unexp" ,10 ,"Barry Smitherman" ,"NP" ,"Total" ,253 ,
"Code 5 - Boxes 415, 416" ,110 ,"R- Railroad Comm-Unexp" ,20 ,"Greg Parker" ,"NP" ,"Election Day" ,80 ,
"Code 5 - Boxes 415, 416" ,110 ,"R- Railroad Comm-Unexp" ,20 ,"Greg Parker" ,"NP" ,"Early Voting" ,48 ,
"Code 5 - Boxes 415, 416" ,110 ,"R- Railroad Comm-Unexp" ,20 ,"Greg Parker" ,"NP" ,"EV Mail" ,5 ,
"Code 5 - Boxes 415, 416" ,110 ,"R- Railroad Comm-Unexp" ,20 ,"Greg Parker" ,"NP" ,"Provisional" ,0 ,
"Code 5 - Boxes 415, 416" ,110 ,"R- Railroad Comm-Unexp" ,20 ,"Greg Parker" ,"NP" ,"Total" ,133 ,
"Code 5 - Boxes 415, 416" ,150 ,"R- Justice Supreme Court 4" ,10 ,"David Medina" ,"NP" ,"Election Day" ,106 ,
"Code 5 - Boxes 415, 416" ,150 ,"R- Justice Supreme Court 4" ,10 ,"David Medina" ,"NP" ,"Early Voting" ,34 ,
"Code 5 - Boxes 415, 416" ,150 ,"R- Justice Supreme Court 4" ,10 ,"David Medina" ,"NP" ,"EV Mail" ,9 ,
"Code 5 - Boxes 415, 416" ,150 ,"R- Justice Supreme Court 4" ,10 ,"David Medina" ,"NP" ,"Provisional" ,0 ,
"Code 5 - Boxes 415, 416" ,150 ,"R- Justice Supreme Court 4" ,10 ,"David Medina" ,"NP" ,"Total" ,149 ,
"Code 5 - Boxes 415, 416" ,150 ,"R- Justice Supreme Court 4" ,20 ,"John Devine" ,"NP" ,"Election Day" ,130 ,
"Code 5 - Boxes 415, 416" ,150 ,"R- Justice Supreme Court 4" ,20 ,"John Devine" ,"NP" ,"Early Voting" ,87 ,
"Code 5 - Boxes 415, 416" ,150 ,"R- Justice Supreme Court 4" ,20 ,"John Devine" ,"NP" ,"EV Mail" ,13 ,
"Code 5 - Boxes 415, 416" ,150 ,"R- Justice Supreme Court 4" ,20 ,"John Devine" ,"NP" ,"Provisional" ,0 ,
"Code 5 - Boxes 415, 416" ,150 ,"R- Justice Supreme Court 4" ,20 ,"John Devine" ,"NP" ,"Total" ,230 ,
