REP Donald J. Trump / Michael R. Pence,262,80.62%,11,,164,87
DEM Joseph R. Biden / Kamala D.Harris,54,16.62%,10,,32,12
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",3,0.92%,1,,1,1
GRN Howie Hawkins / Angela Walker,1,0.31%,0,,1,0
Write-In Totals,5,1.54%,0,,5,0
Total Votes Cast,325,100.00%,22,,203,100
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,258,80.62%,11,,164,83
"DEM Mary ""MJ"" Hegar",57,17.81%,11,,30,16
LIB Kerry Douglas McKennon,2,0.62%,0,,2,0
GRN David B. Collins,1,0.31%,0,,1,0
Write-In Totals,2,0.62%,0,,2,0
Total Votes Cast,320,100.00%,22,,199,99
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,259,82.22%,12,,163,84
DEM Mike Siegel,54,17.14%,10,,30,14
LIB Roy Ericksen,2,0.63%,0,,1,1
Total Votes Cast,315,100.00%,22,,194,99
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
03 Ellinger,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",264,84.08%,10,,167,87
DEM Chrysta Castaneda,44,14.01%,9,,26,9
LIB Matt Sterett,5,1.59%,2,,3,0
"GRN Katija ""Kat"" Gruene",1,0.32%,0,,1,0
Total Votes Cast,314,100.00%,21,,197,96
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,250,80.65%,11,,161,78
DEM Amy Clark Meachum,56,18.06%,10,,31,15
LIB Mark Ash,4,1.29%,0,,3,1
Total Votes Cast,310,100.00%,21,,195,94
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,262,83.97%,10,,168,84
DEM Kathy Cheng,50,16.03%,11,,28,11
Total Votes Cast,312,100.00%,21,,196,95
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
03 Ellinger,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,256,81.79%,10,,166,80
DEM Staci Williams,51,16.29%,9,,27,15
LIB William Bryan Strange III,6,1.92%,2,,2,2
Total Votes Cast,313,100.00%,21,,195,97
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,255,81.21%,10,,163,82
DEM Gisela D. Triana,53,16.88%,10,,29,14
LIB Tom Oxford,6,1.91%,1,,4,1
Total Votes Cast,314,100.00%,21,,196,97
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,256,82.05%,11,,163,82
DEM Elizabeth Davis Frizell,56,17.95%,10,,32,14
Total Votes Cast,312,100.00%,21,,195,96
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,256,82.58%,10,,166,80
DEM Tina Clinton,54,17.42%,11,,30,13
Total Votes Cast,310,100.00%,21,,196,93
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
03 Ellinger,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,258,83.77%,11,,164,83
DEM Brandon Birmingham,50,16.23%,10,,29,11
Total Votes Cast,308,100.00%,21,,193,94
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,261,83.39%,10,,165,86
DEM Marsha Burnett-Webster,49,15.66%,10,,29,10
LIB Trip Seibold,3,0.96%,1,,2,0
Total Votes Cast,313,100.00%,21,,196,96
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,273,86.12%,13,,170,90
DEM Michael Antalan,44,13.88%,8,,26,10
Total Votes Cast,317,100.00%,21,,196,100
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,298,100.00%,17,,186,95
Total Votes Cast,298,100.00%,17,,186,95
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
03 Ellinger,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,262,83.71%,10,,167,85
DEM Darlene Byrne,51,16.29%,11,,27,13
Total Votes Cast,313,100.00%,21,,194,98
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,235,100.00%,15,,147,73
Total Votes Cast,235,100.00%,15,,147,73
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,310,100.00%,21,,191,98
Total Votes Cast,310,100.00%,21,,191,98
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,271,100.00%,16,,174,81
Total Votes Cast,271,100.00%,16,,174,81
Constable Pct 2,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Roger Wunderlich,301,100.00%,19,,186,96
Total Votes Cast,301,100.00%,19,,186,96
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
03 Ellinger,,,,,,
Ellinger Incorporation,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
For,76,63.33%,6,,31,39
Against,44,36.67%,3,,24,17
Total Votes Cast,120,100.00%,9,,55,56
Mayor Ellinger Incorp,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Matt Mikulenka,92,100.00%,5,,44,43
Total Votes Cast,92,100.00%,5,,44,43
Commissioner Ellinger Incorp,,,,,,
Vote For 2,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Joseph J. Lamer,85,50.60%,5,,44,36
Kenneth B. Stojanik,83,49.40%,5,,45,33
Total Votes Cast,168,100.00%,10,,89,69
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
04 Fayetteville,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,495,80.33%,37,,231,227
DEM Joseph R. Biden / Kamala D.Harris,117,18.70%,33,,51,33
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",1,0.16%,0,,0,1
GRN Howie Hawkins / Angela Walker,2,0.33%,0,,1,1
Write-In Totals,3,0.49%,0,,3,0
Total Votes Cast,618,100.00%,70,,286,262
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,495,80.59%,37,,230,228
"DEM Mary ""MJ"" Hegar",118,18.92%,33,,53,32
LIB Kerry Douglas McKennon,1,0.16%,0,,0,1
GRN David B. Collins,2,0.33%,0,,2,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,616,100.00%,70,,285,261
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,511,83.47%,38,,241,232
DEM Mike Siegel,102,16.37%,31,,42,29
LIB Roy Ericksen,1,0.16%,0,,1,0
Total Votes Cast,614,100.00%,69,,284,261
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
04 Fayetteville,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",484,80.63%,34,,234,216
DEM Chrysta Castaneda,109,17.86%,31,,45,33
LIB Matt Sterett,4,0.67%,1,,1,2
"GRN Katija ""Kat"" Gruene",5,0.83%,1,,2,2
Total Votes Cast,602,100.00%,67,,282,253
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,484,80.37%,35,,233,216
DEM Amy Clark Meachum,114,18.64%,32,,46,36
LIB Mark Ash,6,1.00%,0,,4,2
Total Votes Cast,604,100.00%,67,,283,254
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,497,82.94%,37,,238,222
DEM Kathy Cheng,104,17.06%,30,,43,31
Total Votes Cast,601,100.00%,67,,281,253
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
04 Fayetteville,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,489,81.88%,36,,233,220
DEM Staci Williams,106,17.45%,31,,46,29
LIB William Bryan Strange III,4,0.67%,0,,2,2
Total Votes Cast,599,100.00%,67,,281,251
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,489,81.74%,37,,233,219
DEM Gisela D. Triana,105,17.25%,28,,44,33
LIB Tom Oxford,6,1.00%,2,,3,1
Total Votes Cast,600,100.00%,67,,280,253
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,497,82.36%,36,,239,222
DEM Elizabeth Davis Frizell,107,17.64%,31,,44,32
Total Votes Cast,604,100.00%,67,,283,254
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,488,82.12%,36,,234,218
DEM Tina Clinton,108,17.88%,30,,46,32
Total Votes Cast,596,100.00%,66,,280,250
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
04 Fayetteville,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,498,83.42%,37,,240,221
DEM Brandon Birmingham,99,16.58%,30,,42,27
Total Votes Cast,597,100.00%,67,,282,248
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,492,81.83%,36,,236,220
DEM Marsha Burnett-Webster,105,17.17%,29,,42,34
LIB Trip Seibold,6,1.00%,2,,3,1
Total Votes Cast,603,100.00%,67,,281,255
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,512,84.32%,38,,244,230
DEM Michael Antalan,97,15.68%,29,,41,27
Total Votes Cast,609,100.00%,67,,285,257
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,544,100.00%,46,,265,233
Total Votes Cast,544,100.00%,46,,265,233
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
04 Fayetteville,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,492,82.66%,35,,239,218
DEM Darlene Byrne,105,17.34%,31,,41,33
Total Votes Cast,597,100.00%,66,,280,251
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,469,100.00%,54,,225,190
Total Votes Cast,469,100.00%,54,,225,190
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,565,100.00%,52,,265,248
Total Votes Cast,565,100.00%,52,,265,248
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,497,100.00%,39,,255,203
Total Votes Cast,497,100.00%,39,,255,203
Constable Pct 2,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Roger Wunderlich,558,100.00%,50,,266,242
Total Votes Cast,558,100.00%,50,,266,242
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
04 Fayetteville,,,,,,
Director Place 1 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Martin E. (Marty) Janczak,126,28.70%,14,,68,44
Gary Weishuhn,313,71.30%,31,,141,141
Total Votes Cast,439,100.00%,45,,209,185
Director Place 3 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Max R. Baranowski Jr.,401,100.00%,39,,196,166
Total Votes Cast,401,100.00%,39,,196,166
Director Place 5 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Kevin M. Ullrich,412,100.00%,40,,201,171
Total Votes Cast,412,100.00%,40,,201,171
Place I Fayeteville,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Scott Marshall,72,42.11%,11,,27,34
Neal Doty,99,57.89%,10,,48,41
Total Votes Cast,171,100.00%,21,,75,75
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
04 Fayetteville,,,,,,
Place III Fayeteville,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Pam Doty,76,44.97%,6,,38,32
Bradley Girndt,93,55.03%,12,,38,43
Total Votes Cast,169,100.00%,18,,76,75
Place V Fayeteville,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Yvonne McCowen,160,100.00%,15,,76,69
Total Votes Cast,160,100.00%,15,,76,69
Sales and Use Tax Fayeteville,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
For,129,72.47%,17,,61,51
Against,49,27.53%,6,,18,25
Total Votes Cast,178,100.00%,23,,79,76
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
05 Willow Springs,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,167,91.76%,15,,85,67
DEM Joseph R. Biden / Kamala D.Harris,15,8.24%,7,,3,5
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",0,0.00%,0,,0,0
GRN Howie Hawkins / Angela Walker,0,0.00%,0,,0,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,182,100.00%,22,,88,72
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,163,91.06%,16,,84,63
"DEM Mary ""MJ"" Hegar",15,8.38%,6,,4,5
LIB Kerry Douglas McKennon,0,0.00%,0,,0,0
GRN David B. Collins,1,0.56%,0,,0,1
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,179,100.00%,22,,88,69
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,167,92.78%,16,,85,66
DEM Mike Siegel,13,7.22%,6,,3,4
LIB Roy Ericksen,0,0.00%,0,,0,0
Total Votes Cast,180,100.00%,22,,88,70
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
05 Willow Springs,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",159,88.83%,16,,82,61
DEM Chrysta Castaneda,19,10.61%,6,,5,8
LIB Matt Sterett,1,0.56%,0,,1,0
"GRN Katija ""Kat"" Gruene",0,0.00%,0,,0,0
Total Votes Cast,179,100.00%,22,,88,69
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,162,92.57%,15,,85,62
DEM Amy Clark Meachum,13,7.43%,6,,3,4
LIB Mark Ash,0,0.00%,0,,0,0
Total Votes Cast,175,100.00%,21,,88,66
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,161,92.00%,14,,85,62
DEM Kathy Cheng,14,8.00%,7,,3,4
Total Votes Cast,175,100.00%,21,,88,66
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
05 Willow Springs,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,163,93.14%,16,,85,62
DEM Staci Williams,12,6.86%,6,,3,3
LIB William Bryan Strange III,0,0.00%,0,,0,0
Total Votes Cast,175,100.00%,22,,88,65
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,163,92.09%,16,,84,63
DEM Gisela D. Triana,13,7.34%,6,,3,4
LIB Tom Oxford,1,0.56%,0,,1,0
Total Votes Cast,177,100.00%,22,,88,67
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,161,92.00%,15,,85,61
DEM Elizabeth Davis Frizell,14,8.00%,6,,2,6
Total Votes Cast,175,100.00%,21,,87,67
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,161,92.53%,14,,85,62
DEM Tina Clinton,13,7.47%,7,,3,3
Total Votes Cast,174,100.00%,21,,88,65
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
05 Willow Springs,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,161,92.53%,14,,85,62
DEM Brandon Birmingham,13,7.47%,7,,3,3
Total Votes Cast,174,100.00%,21,,88,65
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,161,89.94%,15,,84,62
DEM Marsha Burnett-Webster,16,8.94%,7,,3,6
LIB Trip Seibold,2,1.12%,0,,1,1
Total Votes Cast,179,100.00%,22,,88,69
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,167,93.30%,16,,85,66
DEM Michael Antalan,12,6.70%,6,,3,3
Total Votes Cast,179,100.00%,22,,88,69
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,161,100.00%,15,,85,61
Total Votes Cast,161,100.00%,15,,85,61
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
05 Willow Springs,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,162,92.57%,14,,85,63
DEM Darlene Byrne,13,7.43%,7,,3,3
Total Votes Cast,175,100.00%,21,,88,66
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,127,100.00%,10,,67,50
Total Votes Cast,127,100.00%,10,,67,50
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,164,100.00%,15,,84,65
Total Votes Cast,164,100.00%,15,,84,65
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,141,100.00%,12,,79,50
Total Votes Cast,141,100.00%,12,,79,50
Constable Pct 2,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Roger Wunderlich,162,100.00%,15,,85,62
Total Votes Cast,162,100.00%,15,,85,62
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
05 Willow Springs,,,,,,
Director Place 1 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Martin E. (Marty) Janczak,41,25.79%,2,,23,16
Gary Weishuhn,118,74.21%,14,,59,45
Total Votes Cast,159,100.00%,16,,82,61
Director Place 3 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Max R. Baranowski Jr.,138,100.00%,10,,76,52
Total Votes Cast,138,100.00%,10,,76,52
Director Place 5 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Kevin M. Ullrich,141,100.00%,10,,79,52
Total Votes Cast,141,100.00%,10,,79,52
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
06 Warrenton,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,302,79.06%,22,,194,86
DEM Joseph R. Biden / Kamala D.Harris,76,19.63%,20,,33,23
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",1,0.26%,0,,1,0
GRN Howie Hawkins / Angela Walker,1,0.26%,0,,0,1
Write-In Totals,3,0.79%,0,,3,0
Total Votes Cast,383,100.00%,42,,231,110
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,305,80.69%,26,,195,84
"DEM Mary ""MJ"" Hegar",67,17.46%,15,,32,20
LIB Kerry Douglas McKennon,3,0.79%,0,,1,2
GRN David B. Collins,3,0.79%,0,,3,0
Write-In Totals,1,0.26%,0,,0,1
Total Votes Cast,379,100.00%,41,,231,107
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,302,80.75%,23,,192,87
DEM Mike Siegel,65,17.11%,17,,29,19
LIB Roy Ericksen,8,2.14%,0,,6,2
Total Votes Cast,375,100.00%,40,,227,108
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
06 Warrenton,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",302,80.11%,23,,196,83
DEM Chrysta Castaneda,65,17.24%,17,,27,21
LIB Matt Sterett,6,1.59%,0,,5,1
"GRN Katija ""Kat"" Gruene",4,1.06%,1,,2,1
Total Votes Cast,377,100.00%,41,,230,106
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,299,79.31%,25,,192,82
DEM Amy Clark Meachum,73,19.36%,17,,35,21
LIB Mark Ash,5,1.33%,0,,3,2
Total Votes Cast,377,100.00%,42,,230,105
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,309,82.40%,22,,201,86
DEM Kathy Cheng,66,17.60%,19,,30,17
Total Votes Cast,375,100.00%,41,,231,103
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
06 Warrenton,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,302,80.53%,25,,196,81
DEM Staci Williams,69,18.40%,17,,32,20
LIB William Bryan Strange III,4,1.07%,0,,1,3
Total Votes Cast,375,100.00%,42,,229,104
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,305,81.33%,26,,194,85
DEM Gisela D. Triana,67,17.87%,16,,32,19
LIB Tom Oxford,3,0.80%,0,,2,1
Total Votes Cast,375,100.00%,42,,228,105
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,300,80.86%,25,,191,84
DEM Elizabeth Davis Frizell,71,19.14%,15,,37,19
Total Votes Cast,371,100.00%,40,,228,103
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,298,80.32%,24,,196,78
DEM Tina Clinton,73,19.68%,17,,33,23
Total Votes Cast,371,100.00%,41,,229,101
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
06 Warrenton,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,300,80.65%,23,,193,84
DEM Brandon Birmingham,72,19.35%,18,,36,18
Total Votes Cast,372,100.00%,41,,229,102
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,294,79.46%,22,,188,84
DEM Marsha Burnett-Webster,70,18.92%,19,,33,18
LIB Trip Seibold,6,1.62%,0,,5,1
Total Votes Cast,370,100.00%,41,,226,103
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,313,83.91%,27,,193,93
DEM Michael Antalan,60,16.09%,15,,32,13
Total Votes Cast,373,100.00%,42,,225,106
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,335,100.00%,29,,211,95
Total Votes Cast,335,100.00%,29,,211,95
