Polictical_Subdivision,Election_Date,Election_Name,Total Provisional Ballots,Total Provisional Ballots Counted,Precint__Number,Reg_Voters,Race_Name,Canadidate_Name,Party Code,Election_Votes,Early_Votes
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 2,Yes,,22,22
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 2,No,,4,3
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 3,Yes,,22,23
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 3,No,,4,2
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 4,Yes,,24,24
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 4,No,,1,0
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 5,Yes,,24,23
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 5,No,,1,2
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 6,Yes,,23,23
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 6,No,,2,1
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 7,Yes,,24,23
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 7,No,,1,0
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 8,Yes,,25,25
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 8,No,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 9,Yes,,24,24
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 9,No,,1,0
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 10,Yes,,25,24
Roberts County,3/3/2020,Republican Primary,0,0,1-Apr,88,Proposition 10,No,,0,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,President,Donald J. Trump,,50,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,President,"Roque ""Rocky"" De La Fuente Guerra",,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,President,Zoltan G. Istvan,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,President,Joe Walsh,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,President,Bill Weld,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,President,Matthew John Matern,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,President,Bob Ely,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,President,Uncommitted,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,United States Senator,John Cornyn,,38,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,United States Senator,Mark Yancey,,2,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,United States Senator,Virgil Bierschwale,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,United States Senator,Dwayne Stovall,,5,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,United States Senator,John Anthony Castro,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Chris Ekstrom,,4,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Vance Snider II,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Josh Winegarner,,36,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Monique Worthy,,1,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Jason Foglesong,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Lee Harvey,,1,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Jamie Culley,,1,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Matt McArthur,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Elaine Hays,,2,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Mark Neese,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Richard Herman,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Asusena Reséndiz,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13","Catherine ""I Swear"" Carr",,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Diane Knowlton,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"United States Representative,
District No. 13",Ronny Jackson,,2,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Railroad Commissioner,Ryan Sitton,,12,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Railroad Commissioner,"James ""Jim"" Wright",,25,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"Chief Justice, Supreme Court",Nathan Hecht,,39,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"Justice, Supreme Court, Place 6
Unexpired Term",Jane Bland,,38,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"Justice, Supreme Court, Place 7",Jeff Boyd,,37,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"Justice, Supreme Court, Place 8",Brett Busby,,38,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,12,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,22,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,37,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"Judge, Court of Criminal Appeals, Place 9",David Newell,,37,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"Member, State Board of Education, District 15",Jay Johnson,,41,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"State Representative, District 88",Ken King,,41,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"Chief Justice, 7th Court of Appeals District",Brian Quinn,,37,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"Justice, 7th Court of Appeals District, Place 4",Steven Denny,,12,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"Justice, 7th Court of Appeals District, Place 4",Larry Doss,,23,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,"District Attorney, 31st Judicial District",Franklin McDonough,,40,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,County Attorney,William Weiman,,35,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Sheriff,Robert Ladeau,,9,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Sheriff,Curtis Dalton,,3,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Sheriff,Paul Sublett,,27,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Sheriff,Bruce Skidmore,,11,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,County Tax Assessor-Collector,Hether Williams,,44,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 1,Yes,,44,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 1,No,,6,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 2,Yes,,44,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 2,No,,5,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 3,Yes,,42,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 3,No,,8,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 4,Yes,,48,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 4,No,,1,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 5,Yes,,42,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 5,No,,3,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 6,Yes,,48,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 6,No,,2,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 7,Yes,,49,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 7,No,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 8,Yes,,49,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 8,No,,0,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 9,Yes,,47,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 9,No,,3,0
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 10,Yes,,45,1
Roberts County,3/3/2020,Republican Primary,0,0,2-Apr,87,Proposition 10,No,,2,0
