political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,,candidate_name,party code,early_votes,election_votes
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,#REF!,1
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,#REF!,1
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,"Member, State Board of Education, District 1",,Jennifer Ivey,REP,#REF!,2
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,"State Senator, District 21",,Frank Pomeroy,REP,#REF!,2
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,"Chief Justice, 4th Court of Appeals District",,Renee Yanta,REP,#REF!,2
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #1,,Yes,DEM,#REF!,25
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #1,,No,DEM,#REF!,1
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #2,,Yes,DEM,#REF!,29
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #2,,No,DEM,#REF!,1
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #3,,Yes,DEM,#REF!,28
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #3,,No,DEM,#REF!,1
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #4,,Yes,DEM,#REF!,28
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #4,,No,DEM,#REF!,1
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #5,,Yes,DEM,#REF!,30
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #5,,No,DEM,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #6,,Yes,DEM,#REF!,30
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #6,,No,DEM,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #7,,Yes,DEM,#REF!,27
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #7,,No,DEM,#REF!,3
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #8,,Yes,DEM,#REF!,28
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #8,,No,DEM,#REF!,1
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #9,,Yes,DEM,#REF!,27
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #9,,No,DEM,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #10,,Yes,DEM,#REF!,24
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #10,,No,DEM,#REF!,3
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #11,,Yes,DEM,#REF!,25
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition #11,,No,DEM,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 1,,Yes,REP,#REF!,1
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 1,,No,REP,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 2,,Yes,REP,#REF!,2
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 2,,No,REP,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 3,,Yes,REP,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 3,,No,REP,#REF!,1
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 4,,Yes,REP,#REF!,1
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 4,,No,REP,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 5,,Yes,REP,#REF!,2
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 5,,No,REP,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 6,,Yes,REP,#REF!,2
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 6,,No,REP,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 7,,Yes,REP,#REF!,2
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 7,,No,REP,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 8,,Yes,REP,#REF!,1
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 8,,No,REP,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 9,,Yes,REP,#REF!,2
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 9,,No,REP,#REF!,0
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 10,,Yes,REP,#REF!,2
Falcon Community Center,3/3/2020,Primary Election,4,1,1 - A,100,Proposition 10,,No,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Joseph R. Biden,DEM,#REF!,6
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Amy Klobuchar,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Robby Wells,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Michael R. Bloomberg,DEM,#REF!,7
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Andrew Yang,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Marianne Williamson,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Tom Steyer,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Deval Patrick,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,"Roque ""Rocky"" De La Fuente",DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Pete Buttigieg,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,John K. Delaney,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Elizabeth Warren,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Cory Booker,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Bernie Sanders,DEM,#REF!,5
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Julián Castro,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Michael Bennet,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Tulsi Gabbard,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,Cristina Tzintzun Ramirez,DEM,#REF!,4
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,Michael Cooper,DEM,#REF!,4
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,Sema Hernandez,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,Jack Daniel Foster Jr,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,Chris Bell,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,Amanda K. Edwards,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,"Mary ""MJ"" Hegar",DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,"Annie ""Mamá"" Garcia",DEM,#REF!,4
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,Adrian Ocegueda,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,Victor Hugo Harris,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,D.R. Hunter,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,Royce West,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"United States Representative,
District No. 28",,Jessica Cisneros,DEM,#REF!,5
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"United States Representative,
District No. 28",,Henry Cuellar,DEM,#REF!,17
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Railroad Commissioner,,Kelly Stone,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Railroad Commissioner,,Mark Watson,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Railroad Commissioner,,Chrysta Castañeda,DEM,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,#REF!,12
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,#REF!,8
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,#REF!,6
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Justice, Supreme Court, Place 6
Unexpired Term",,Larry Praeger,DEM,#REF!,11
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Justice, Supreme Court, Place 6
Unexpired Term",,Kathy Cheng,DEM,#REF!,4
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,#REF!,10
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,#REF!,5
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,#REF!,6
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,#REF!,10
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,#REF!,4
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,#REF!,3
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,#REF!,8
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,#REF!,13
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,#REF!,14
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Member, State Board of Education, District 1",,Georgina Perez,DEM,#REF!,14
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"State Senator, District 21",,Judith Zaffirini,DEM,#REF!,21
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"State Representative, District 80",,Danny Valdez,DEM,#REF!,5
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"State Representative, District 80",,Tracy King,DEM,#REF!,20
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Chief Justice, 4th Court of Appeals District",,Rebeca Martinez,DEM,#REF!,17
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"District Attorney, 49th Judicial District",,Isidro R. Alaniz,DEM,#REF!,20
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,County Attorney,,"S. Alfonso ""Poncho"" Figueroa",DEM,#REF!,20
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Sheriff,,Raymundo Del Bosque,DEM,#REF!,11
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Sheriff,,Ramon E. Montes,DEM,#REF!,13
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Sheriff,,"Sigifredo ""Sigi"" Gonzalez Jr",DEM,#REF!,4
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,County Tax Assessor-Collector,,Delia R. Mendoza,DEM,#REF!,15
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,County Tax Assessor-Collector,,Adriana Caballero Figueroa,DEM,#REF!,12
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"County Commissioner, Precinct 1",,Paco Mendoza,DEM,#REF!,23
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"County Commissioner, Precinct 1",,Ismael Morales Jr,DEM,#REF!,4
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Constable, Precinct 1",,Mario H. Garcia Jr,DEM,#REF!,19
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,County Chairman,,Jorge Montes III,DEM,#REF!,18
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Bob Ely,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Zoltan G. Istvan,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Donald J. Trump,REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Joe Walsh,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Bill Weld,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Matthew John Matern,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,President,,Uncommitted,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,Mark Yancey,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,John Anthony Castro,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,Dwayne Stovall,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,John Cornyn,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,United States Senator,,Virgil Bierschwale,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"United States Representative,
District No. 28",,Sandra Whitten,REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Railroad Commissioner,,Ryan Sitton,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Railroad Commissioner,,"James ""Jim"" Wright",REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Chief Justice, Supreme Court",,Nathan Hecht,REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Justice, Supreme Court, Place 6
Unexpired Term",,Jane Bland,REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Justice, Supreme Court, Place 8",,Brett Busby,REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Member, State Board of Education, District 1",,Jennifer Ivey,REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"State Senator, District 21",,Frank Pomeroy,REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,"Chief Justice, 4th Court of Appeals District",,Renee Yanta,REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #1,,Yes,DEM,#REF!,19
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #1,,No,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #2,,Yes,DEM,#REF!,25
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #2,,No,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #3,,Yes,DEM,#REF!,25
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #3,,No,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #4,,Yes,DEM,#REF!,23
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #4,,No,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #5,,Yes,DEM,#REF!,21
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #5,,No,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #6,,Yes,DEM,#REF!,24
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #6,,No,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #7,,Yes,DEM,#REF!,22
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #7,,No,DEM,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #8,,Yes,DEM,#REF!,24
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #8,,No,DEM,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #9,,Yes,DEM,#REF!,20
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #9,,No,DEM,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #10,,Yes,DEM,#REF!,19
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #10,,No,DEM,#REF!,3
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #11,,Yes,DEM,#REF!,23
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition #11,,No,DEM,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 1,,Yes,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 1,,No,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 2,,Yes,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 2,,No,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 3,,Yes,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 3,,No,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 4,,Yes,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 4,,No,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 5,,Yes,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 5,,No,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 6,,Yes,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 6,,No,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 7,,Yes,REP,#REF!,0
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 7,,No,REP,#REF!,2
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 8,,Yes,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 8,,No,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 9,,Yes,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 9,,No,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 10,,Yes,REP,#REF!,1
Lopeno Community Center,3/3/2020,Primary Election,4,1,1 - B,129,Proposition 10,,No,REP,#REF!,1
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Joseph R. Biden,DEM,#REF!,66
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Amy Klobuchar,DEM,#REF!,2
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Robby Wells,DEM,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Michael R. Bloomberg,DEM,#REF!,29
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Andrew Yang,DEM,#REF!,3
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Marianne Williamson,DEM,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Tom Steyer,DEM,#REF!,2
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Deval Patrick,DEM,#REF!,1
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,"Roque ""Rocky"" De La Fuente",DEM,#REF!,8
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Pete Buttigieg,DEM,#REF!,1
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,John K. Delaney,DEM,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Elizabeth Warren,DEM,#REF!,6
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Cory Booker,DEM,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Bernie Sanders,DEM,#REF!,43
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Julián Castro,DEM,#REF!,5
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Michael Bennet,DEM,#REF!,6
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Tulsi Gabbard,DEM,#REF!,3
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,Cristina Tzintzun Ramirez,DEM,#REF!,59
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,Michael Cooper,DEM,#REF!,12
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,Sema Hernandez,DEM,#REF!,17
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,Jack Daniel Foster Jr,DEM,#REF!,4
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,Chris Bell,DEM,#REF!,6
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,Amanda K. Edwards,DEM,#REF!,5
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,"Mary ""MJ"" Hegar",DEM,#REF!,6
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,"Annie ""Mamá"" Garcia",DEM,#REF!,26
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,Adrian Ocegueda,DEM,#REF!,5
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,Victor Hugo Harris,DEM,#REF!,4
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,D.R. Hunter,DEM,#REF!,2
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,Royce West,DEM,#REF!,5
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"United States Representative,
District No. 28",,Jessica Cisneros,DEM,#REF!,65
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"United States Representative,
District No. 28",,Henry Cuellar,DEM,#REF!,161
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Railroad Commissioner,,Kelly Stone,DEM,#REF!,18
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Railroad Commissioner,,Mark Watson,DEM,#REF!,12
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Railroad Commissioner,,Chrysta Castañeda,DEM,#REF!,43
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,#REF!,87
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,#REF!,96
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,#REF!,52
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Justice, Supreme Court, Place 6
Unexpired Term",,Larry Praeger,DEM,#REF!,71
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Justice, Supreme Court, Place 6
Unexpired Term",,Kathy Cheng,DEM,#REF!,74
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,#REF!,101
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,#REF!,42
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,#REF!,44
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,#REF!,102
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,#REF!,39
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,#REF!,21
