"Box 101" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Election Day" ,0 ,
"Box 103" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Election Day" ,88 ,
"Box 103" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Early Voting" ,41 ,
"Box 103" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"EV Mail" ,30 ,
"Box 103" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Total" ,159 ,
"Box 103" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Election Day" ,142 ,
"Box 103" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Early Voting" ,104 ,
"Box 103" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"EV Mail" ,10 ,
"Box 103" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Total" ,256 ,
"Box 103" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"Election Day" ,20 ,
"Box 103" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"Early Voting" ,16 ,
"Box 103" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"EV Mail" ,2 ,
"Box 103" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"Total" ,38 ,
"Box 103" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"Election Day" ,134 ,
"Box 103" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"Early Voting" ,104 ,
"Box 103" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"EV Mail" ,9 ,
"Box 103" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"Total" ,247 ,
"Box 103" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"Election Day" ,25 ,
"Box 103" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"Early Voting" ,16 ,
"Box 103" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"EV Mail" ,3 ,
"Box 103" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"Total" ,44 ,
"Box 103" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"Election Day" ,151 ,
"Box 103" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"Early Voting" ,116 ,
"Box 103" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"EV Mail" ,11 ,
"Box 103" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"Total" ,278 ,
"Box 103" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"Election Day" ,7 ,
"Box 103" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 103" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"EV Mail" ,1 ,
"Box 103" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"Total" ,11 ,
"Box 103" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"Election Day" ,151 ,
"Box 103" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"Early Voting" ,110 ,
"Box 103" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"EV Mail" ,9 ,
"Box 103" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"Total" ,270 ,
"Box 103" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"Election Day" ,7 ,
"Box 103" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"Early Voting" ,7 ,
"Box 103" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"EV Mail" ,3 ,
"Box 103" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"Total" ,17 ,
"Box 103" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"Election Day" ,142 ,
"Box 103" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"Early Voting" ,109 ,
"Box 103" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"EV Mail" ,10 ,
"Box 103" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"Total" ,261 ,
"Box 103" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"Election Day" ,16 ,
"Box 103" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"Early Voting" ,10 ,
"Box 103" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"EV Mail" ,2 ,
"Box 103" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"Total" ,28 ,
"Box 103" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"Election Day" ,155 ,
"Box 103" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"Early Voting" ,113 ,
"Box 103" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"EV Mail" ,10 ,
"Box 103" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"Total" ,278 ,
"Box 103" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"Election Day" ,2 ,
"Box 103" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"Early Voting" ,5 ,
"Box 103" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"EV Mail" ,2 ,
"Box 103" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"Total" ,9 ,
"Box 103" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"Election Day" ,159 ,
"Box 103" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"Early Voting" ,116 ,
"Box 103" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"EV Mail" ,10 ,
"Box 103" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"Total" ,285 ,
"Box 103" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"Election Day" ,1 ,
"Box 103" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 103" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"EV Mail" ,2 ,
"Box 103" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"Total" ,6 ,
"Box 103" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"Election Day" ,158 ,
"Box 103" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"Early Voting" ,119 ,
"Box 103" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"EV Mail" ,10 ,
"Box 103" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"Total" ,287 ,
"Box 103" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 103" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"Early Voting" ,0 ,
"Box 103" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"EV Mail" ,2 ,
"Box 103" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"Total" ,2 ,
"Box 103" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"Election Day" ,151 ,
"Box 103" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"Early Voting" ,110 ,
"Box 103" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"EV Mail" ,12 ,
"Box 103" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"Total" ,273 ,
"Box 103" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"Election Day" ,9 ,
"Box 103" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"Early Voting" ,10 ,
"Box 103" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 103" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"Total" ,19 ,
"Box 103" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"Election Day" ,148 ,
"Box 103" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"Early Voting" ,107 ,
"Box 103" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"EV Mail" ,9 ,
"Box 103" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"Total" ,264 ,
"Box 103" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"Election Day" ,10 ,
"Box 103" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"Early Voting" ,9 ,
"Box 103" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"EV Mail" ,3 ,
"Box 103" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"Total" ,22 ,
"Box 103" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"Election Day" ,94 ,
"Box 103" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"Early Voting" ,47 ,
"Box 103" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"EV Mail" ,30 ,
"Box 103" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"Total" ,171 ,
"Box 103" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"Election Day" ,7 ,
"Box 103" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"Early Voting" ,2 ,
"Box 103" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"EV Mail" ,2 ,
"Box 103" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"Total" ,11 ,
"Box 103" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"Election Day" ,92 ,
"Box 103" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"Early Voting" ,45 ,
"Box 103" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"EV Mail" ,30 ,
"Box 103" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"Total" ,167 ,
"Box 103" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"Election Day" ,8 ,
"Box 103" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 103" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"EV Mail" ,2 ,
"Box 103" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"Total" ,13 ,
"Box 103" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"Election Day" ,97 ,
"Box 103" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"Early Voting" ,45 ,
"Box 103" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"EV Mail" ,32 ,
"Box 103" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"Total" ,174 ,
"Box 103" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"Election Day" ,3 ,
"Box 103" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 103" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 103" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"Total" ,6 ,
"Box 103" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"Election Day" ,93 ,
"Box 103" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"Early Voting" ,45 ,
"Box 103" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"EV Mail" ,32 ,
"Box 103" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"Total" ,170 ,
"Box 103" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"Election Day" ,7 ,
"Box 103" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"Early Voting" ,1 ,
"Box 103" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 103" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"Total" ,8 ,
"Box 103" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"Election Day" ,96 ,
"Box 103" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"Early Voting" ,46 ,
"Box 103" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"EV Mail" ,32 ,
"Box 103" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"Total" ,174 ,
"Box 103" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"Election Day" ,3 ,
"Box 103" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"Early Voting" ,2 ,
"Box 103" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 103" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"Total" ,5 ,
"Box 103" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"Election Day" ,93 ,
"Box 103" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"Early Voting" ,46 ,
"Box 103" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"EV Mail" ,32 ,
"Box 103" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"Total" ,171 ,
"Box 103" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"Election Day" ,6 ,
"Box 103" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"Early Voting" ,2 ,
"Box 103" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 103" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"Total" ,8 ,
"Box 103" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"Election Day" ,91 ,
"Box 103" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"Early Voting" ,46 ,
"Box 103" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"EV Mail" ,31 ,
"Box 103" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"Total" ,168 ,
"Box 103" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"Election Day" ,7 ,
"Box 103" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"Early Voting" ,2 ,
"Box 103" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"EV Mail" ,1 ,
"Box 103" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"Total" ,10 ,
"Box 103" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"Election Day" ,93 ,
"Box 103" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"Early Voting" ,45 ,
"Box 103" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"EV Mail" ,32 ,
"Box 103" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"Total" ,170 ,
"Box 103" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"Election Day" ,8 ,
"Box 103" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"Early Voting" ,4 ,
"Box 103" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 103" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"Total" ,12 ,
"Box 103" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"Election Day" ,96 ,
"Box 103" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"Early Voting" ,47 ,
"Box 103" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"EV Mail" ,32 ,
"Box 103" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"Total" ,175 ,
"Box 103" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"Election Day" ,4 ,
"Box 103" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"Early Voting" ,2 ,
"Box 103" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 103" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"Total" ,6 ,
"Box 103" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"Election Day" ,93 ,
"Box 103" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"Early Voting" ,47 ,
"Box 103" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"EV Mail" ,30 ,
"Box 103" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"Total" ,170 ,
"Box 103" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"Election Day" ,6 ,
"Box 103" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"Early Voting" ,2 ,
"Box 103" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"EV Mail" ,1 ,
"Box 103" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"Total" ,9 ,
"Box 103" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"Election Day" ,89 ,
"Box 103" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"Early Voting" ,46 ,
"Box 103" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"EV Mail" ,31 ,
"Box 103" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"Total" ,166 ,
"Box 103" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"Election Day" ,12 ,
"Box 103" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 103" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"EV Mail" ,1 ,
"Box 103" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 103" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"Total" ,16 ,
"Box 104" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Election Day" ,0 ,
"Box 104" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Early Voting" ,0 ,
"Box 104" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"EV Mail" ,0 ,
"Box 104" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Provisional" ,0 ,
"Box 104" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Total" ,0 ,
"Box 104" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"Election Day" ,0 ,
"Box 104" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"Early Voting" ,1 ,
"Box 104" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"EV Mail" ,0 ,
"Box 104" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"Provisional" ,0 ,
"Box 104" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"Total" ,1 ,
"Box 104" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"Election Day" ,0 ,
"Box 104" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"Early Voting" ,0 ,
"Box 104" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"EV Mail" ,0 ,
"Box 104" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"Provisional" ,0 ,
"Box 104" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"Total" ,0 ,
"Box 104" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"Election Day" ,0 ,
"Box 104" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"Early Voting" ,1 ,
"Box 104" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"EV Mail" ,0 ,
"Box 104" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"Provisional" ,0 ,
"Box 104" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"Total" ,1 ,
"Box 104" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"Election Day" ,2 ,
"Box 104" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"Early Voting" ,1 ,
"Box 104" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"EV Mail" ,0 ,
"Box 104" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"Provisional" ,0 ,
"Box 104" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"Total" ,3 ,
"Box 104" ,10 ,"R-President" ,60 ,"Donald J. Trump" ,"NP" ,"Election Day" ,132 ,
"Box 104" ,10 ,"R-President" ,60 ,"Donald J. Trump" ,"NP" ,"Early Voting" ,104 ,
"Box 104" ,10 ,"R-President" ,60 ,"Donald J. Trump" ,"NP" ,"EV Mail" ,2 ,
"Box 104" ,10 ,"R-President" ,60 ,"Donald J. Trump" ,"NP" ,"Provisional" ,0 ,
"Box 104" ,10 ,"R-President" ,60 ,"Donald J. Trump" ,"NP" ,"Total" ,238 ,
"Box 104" ,10 ,"R-President" ,70 ,"Zoltan G. Istvan" ,"NP" ,"Election Day" ,0 ,
"Box 104" ,10 ,"R-President" ,70 ,"Zoltan G. Istvan" ,"NP" ,"Early Voting" ,0 ,
"Box 104" ,10 ,"R-President" ,70 ,"Zoltan G. Istvan" ,"NP" ,"EV Mail" ,0 ,
"Box 104" ,10 ,"R-President" ,70 ,"Zoltan G. Istvan" ,"NP" ,"Provisional" ,0 ,
"Box 104" ,10 ,"R-President" ,70 ,"Zoltan G. Istvan" ,"NP" ,"Total" ,0 ,
"Box 104" ,10 ,"R-President" ,80 ,"Uncommitted" ,"NP" ,"Election Day" ,5 ,
"Box 104" ,10 ,"R-President" ,80 ,"Uncommitted" ,"NP" ,"Early Voting" ,5 ,
"Box 104" ,10 ,"R-President" ,80 ,"Uncommitted" ,"NP" ,"EV Mail" ,0 ,
"Box 104" ,10 ,"R-President" ,80 ,"Uncommitted" ,"NP" ,"Provisional" ,0 ,
"Box 104" ,10 ,"R-President" ,80 ,"Uncommitted" ,"NP" ,"Total" ,10 ,
"Box 104" ,20 ,"D-President" ,10 ,"Bernie Sanders" ,"NP" ,"Election Day" ,13 ,
"Box 104" ,20 ,"D-President" ,10 ,"Bernie Sanders" ,"NP" ,"Early Voting" ,3 ,
"Box 104" ,20 ,"D-President" ,10 ,"Bernie Sanders" ,"NP" ,"EV Mail" ,0 ,
"Box 104" ,20 ,"D-President" ,10 ,"Bernie Sanders" ,"NP" ,"Provisional" ,0 ,
"Box 104" ,20 ,"D-President" ,10 ,"Bernie Sanders" ,"NP" ,"Total" ,16 ,
"Box 104" ,20 ,"D-President" ,20 ,"Michael Bennet" ,"NP" ,"Election Day" ,0 ,
