political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct number,reg_voters,Race_name,candidate_name,party_code,early_votes,election_votes
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,County Attorney,"Cornell D. ""Cory"" Curtis",REP,49,51
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Constable, Precinct 1",Chris D. Bell,REP,47,48
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Constable, Precinct 1",Jim Griffin,REP,4,8
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,County Chairman,Meredith A. Wright,REP,42,51
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,School Choice,For,,41,42
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,School Choice,Against,,11,12
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Repealing Obamacare,For,,47,52
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Repealing Obamacare,Against,,6,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Public Prayer,For,,47,51
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Public Prayer,Against,,5,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Balanced Budget / Controlling Government Growth,For,,47,55
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Balanced Budget / Controlling Government Growth,Against,,3,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Redistricting,For,,34,40
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Redistricting,Against,,10,13
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,John Wolfe,DEM,2,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,Darcy G. Richardson,DEM,2,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,Bob Ely,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,Barack Obama,DEM,6,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,Paul Sadler,DEM,4,2
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,Sean Hubbard,DEM,2,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,Grady Yarbrough,DEM,3,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,Addie Dainell Allen,DEM,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Railroad Commissioner,Dale Henry,DEM,11,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Justice, Supreme Court, Place 6",Michele Petty,DEM,10,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Presiding Judge, Court of Criminal Appeals",Keith Hampton,DEM,11,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Member, State Board of Education, District 15",Steven D. Schafersman,DEM,10,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"State Representative, District 68",Lanhon Odom,DEM,9,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"District Attorney, 46th Judicial District",Staley Heatly,DEM,9,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Sheriff,Larry Lee,DEM,10,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,County Tax Assessor-Collector,Chris L. Quisenberry,DEM,9,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"County Commissioner, Precinct No. 1",Richard Jacobs,DEM,9,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Constable, Precinct No 1",Bobby Martin,DEM,10,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,County Chairman,Darrell Willie,DEM,10,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Proposition 1,For,,10,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Proposition 1,Against,,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Proposition 2,For,,9,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Proposition 2,Against,,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Proposition 3,For,,9,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Proposition 3,Against,,1,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,John Davis,REP,2,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,Jon Huntsman,REP,0,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,"Charles ""Buddy"" Roemer",REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,Rick Santorum,REP,3,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,Michelle Bachmann,REP,0,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,Newt Gingrich,REP,2,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,Ron Paul,REP,6,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,Mitt Romney,REP,55,42
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,Uncommitted,REP,7,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,Glenn Addison,REP,3,3
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,Curt Cleaver,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,David Dewhurst,REP,43,30
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,Craig James,REP,4,8
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,Lela Pittenger,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,Joe Agris,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,Ted Cruz,REP,17,15
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,Ben Gambini,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,Tom Leppert,REP,2,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"United States Representative, District 13",Mac Thornberry,REP,62,47
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"United States Representative, District 13",Pamela Lee Barlow,REP,11,11
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Railroad Commissioner,Roland Sledge,REP,7,6
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Railroad Commissioner,Joe Cotten,REP,6,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Railroad Commissioner,Beryl Burgess,REP,1,3
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Railroad Commissioner,Becky Berger,REP,6,7
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Railroad Commissioner,Warren Chisum,REP,23,20
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Railroad Commissioner,Christi Craddick,REP,16,6
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Railroad Commissioner, Unexpired Term",Greg Parker,REP,28,21
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Railroad Commissioner, Unexpired Term",Al Lee,REP,1,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Railroad Commissioner, Unexpired Term",Elizabeth Murray-Kolb,REP,11,3
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Railroad Commissioner, Unexpired Term",Barry Smitherman,REP,20,19
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Justice, Supreme Court, Place 2",Steve Smith,REP,41,32
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Justice, Supreme Court, Place 2",Don Willett,REP,17,15
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Justice, Supreme Court, Place 4",David Medina,REP,16,17
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Justice, Supreme Court, Place 4","Joe Pool, Jr.",REP,23,17
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Justice, Supreme Court, Place 4",John Devine,REP,18,13
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Justice, Supreme Court, Place 6",Nathan Hecht,REP,53,48
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,48,47
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Judge, Court of Criminal Appeals Place 7",Barbara Parker Hervey,REP,45,46
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Judge, Court of Criminal Appeals Place 8",Elsa Alcala,REP,48,47
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Member, State Board of Education, District 15",Marty Rowley,REP,32,26
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Member, State Board of Education, District 15",Anette Carlisle,REP,25,22
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"State Senator, District 28",Robert Duncan,REP,62,44
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"State Senator, District 28",E.M. Garza,REP,3,10
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,State Representative District 68,Drew Springer,REP,16,10
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,State Representative District 68,Trent McKnight,REP,50,32
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,State Representative District 68,David Isbell,REP,6,9
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,State Representative District 68,Paul Braswell,REP,1,7
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Justice, 7th Court of Appeals District, Place 2",Mackey K. Hancock,REP,54,48
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,54,47
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,County Attorney,"Cornell D. ""Cory"" Curtis",REP,65,55
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Constable, Precinct 2","James S. ""Jim"" Riggins",REP,67,54
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,County Chairman,Meredith A. Wright,REP,64,52
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,School Choice,For,,59,46
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,School Choice,Against,,12,10
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Repealing Obamacare,For,,67,56
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Repealing Obamacare,Against,,7,3
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Public Prayer,For,,69,57
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Public Prayer,Against,,6,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Balanced Budget / Controlling Government Growth,For,,68,53
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Balanced Budget / Controlling Government Growth,Against,,5,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Redistricting,For,,52,45
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Redistricting,Against,,20,8
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,John Wolfe,DEM,4,5
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,Darcy G. Richardson,DEM,2,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,Bob Ely,DEM,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,President,Barack Obama,DEM,5,21
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,Paul Sadler,DEM,2,15
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,Sean Hubbard,DEM,2,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,Grady Yarbrough,DEM,5,7
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,United States Senator,Addie Dainell Allen,DEM,0,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Railroad Commissioner,Dale Henry,DEM,10,26
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Justice, Supreme Court, Place 6",Michele Petty,DEM,7,27
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Presiding Judge, Court of Criminal Appeals",Keith Hampton,DEM,8,26
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"Member, State Board of Education, District 15",Steven D. Schafersman,DEM,9,26
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"State Representative, District 68",Lanhon Odom,DEM,7,24
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"District Attorney, 46th Judicial District",Staley Heatly,DEM,10,29
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Sheriff,Larry Lee,DEM,11,29
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,County Tax Assessor-Collector,Chris L. Quisenberry,DEM,12,29
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,"County Commissioner, Precinct No. 3",Rodney Johnston,DEM,10,28
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,County Chairman,Darrell Willie,DEM,12,25
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Proposition 1,For,,7,24
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Proposition 1,Against,,2,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Proposition 2,For,,5,26
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Proposition 2,Against,,4,2
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Proposition 3,For,,6,19
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 19,3178,Proposition 3,Against,,4,8
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,John Davis,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,Jon Huntsman,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,"Charles ""Buddy"" Roemer",REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,Rick Santorum,REP,4,6
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,Michelle Bachmann,REP,1,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,Newt Gingrich,REP,3,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,Ron Paul,REP,3,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,Mitt Romney,REP,26,28
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,Uncommitted,REP,2,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,Glenn Addison,REP,1,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,Curt Cleaver,REP,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,David Dewhurst,REP,20,17
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,Craig James,REP,0,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,Lela Pittenger,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,Joe Agris,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,Ted Cruz,REP,11,12
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,Ben Gambini,REP,1,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,Tom Leppert,REP,0,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"United States Representative, District 13",Mac Thornberry,REP,34,33
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"United States Representative, District 13",Pamela Lee Barlow,REP,5,7
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Railroad Commissioner,Roland Sledge,REP,4,10
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Railroad Commissioner,Joe Cotten,REP,3,8
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Railroad Commissioner,Beryl Burgess,REP,1,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Railroad Commissioner,Becky Berger,REP,5,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Railroad Commissioner,Warren Chisum,REP,9,6
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Railroad Commissioner,Christi Craddick,REP,9,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Railroad Commissioner, Unexpired Term",Greg Parker,REP,19,15
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Railroad Commissioner, Unexpired Term",Al Lee,REP,1,3
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Railroad Commissioner, Unexpired Term",Elizabeth Murray-Kolb,REP,1,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Railroad Commissioner, Unexpired Term",Barry Smitherman,REP,8,10
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Justice, Supreme Court, Place 2",Steve Smith,REP,19,29
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Justice, Supreme Court, Place 2",Don Willett,REP,9,3
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Justice, Supreme Court, Place 4",David Medina,REP,11,16
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Justice, Supreme Court, Place 4","Joe Pool, Jr.",REP,13,12
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Justice, Supreme Court, Place 4",John Devine,REP,8,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Justice, Supreme Court, Place 6",Nathan Hecht,REP,27,29
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,26,31
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Judge, Court of Criminal Appeals Place 7",Barbara Parker Hervey,REP,27,28
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Judge, Court of Criminal Appeals Place 8",Elsa Alcala,REP,27,28
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Member, State Board of Education, District 15",Marty Rowley,REP,17,19
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Member, State Board of Education, District 15",Anette Carlisle,REP,11,14
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"State Senator, District 28",Robert Duncan,REP,30,34
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"State Senator, District 28",E.M. Garza,REP,2,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,State Representative District 68,Drew Springer,REP,12,8
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,State Representative District 68,Trent McKnight,REP,18,25
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,State Representative District 68,David Isbell,REP,5,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,State Representative District 68,Paul Braswell,REP,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Justice, 7th Court of Appeals District, Place 2",Mackey K. Hancock,REP,28,30
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,25,31
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,County Attorney,"Cornell D. ""Cory"" Curtis",REP,31,31
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Constable, Precinct 1",Chris D. Bell,REP,28,30
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Constable, Precinct 1",Jim Griffin,REP,7,7
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,County Chairman,Meredith A. Wright,REP,30,32
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,School Choice,For,,34,34
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,School Choice,Against,,3,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Repealing Obamacare,For,,39,36
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Repealing Obamacare,Against,,1,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Public Prayer,For,,39,38
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Public Prayer,Against,,1,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Balanced Budget / Controlling Government Growth,For,,39,41
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Balanced Budget / Controlling Government Growth,Against,,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Redistricting,For,,28,29
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Redistricting,Against,,8,11
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,John Wolfe,DEM,2,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,Darcy G. Richardson,DEM,3,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,Bob Ely,DEM,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,President,Barack Obama,DEM,5,9
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,Paul Sadler,DEM,8,2
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,Sean Hubbard,DEM,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,Grady Yarbrough,DEM,0,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,United States Senator,Addie Dainell Allen,DEM,2,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Railroad Commissioner,Dale Henry,DEM,9,7
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Justice, Supreme Court, Place 6",Michele Petty,DEM,9,8
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Presiding Judge, Court of Criminal Appeals",Keith Hampton,DEM,8,8
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Member, State Board of Education, District 15",Steven D. Schafersman,DEM,9,8
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"State Representative, District 68",Lanhon Odom,DEM,8,9
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"District Attorney, 46th Judicial District",Staley Heatly,DEM,9,9
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Sheriff,Larry Lee,DEM,9,9
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,County Tax Assessor-Collector,Chris L. Quisenberry,DEM,9,10
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,"Constable, Precinct No 1",Bobby Martin,DEM,10,10
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,County Chairman,Darrell Willie,DEM,9,10
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Proposition 1,For,,10,11
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Proposition 1,Against,,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Proposition 2,For,,8,11
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Proposition 2,Against,,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Proposition 3,For,,8,8
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 20,3688,Proposition 3,Against,,2,3
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,John Davis,REP,0,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,Jon Huntsman,REP,0,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,"Charles ""Buddy"" Roemer",REP,1,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,Rick Santorum,REP,7,16
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,Michelle Bachmann,REP,0,3
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,Newt Gingrich,REP,7,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,Ron Paul,REP,5,16
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,Mitt Romney,REP,127,90
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,Uncommitted,REP,5,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,Glenn Addison,REP,9,6
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,Curt Cleaver,REP,0,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,David Dewhurst,REP,89,67
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,Craig James,REP,12,13
