Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,TotalUnderVotes,OverVotes,TotalOverVotes,InvalidVotes,TotalInvalidVotes,RejectedWriteInVotes,TotalRejectedWriteInVotes,UnresolvedWriteInVotes,TotalUnresolvedWriteInVotes
Proposition #11 Immigrant Rights - Democratic Party,124,Election Day Voting,AGAINST,,1,4.17%,3,4.29%,24,100.00%,70,100.00%,1,3,0,0,0,0,0,0,0,0
Proposition #12 Right to Fair Taxation - Democratic Party,124,Absentee Voting,FOR,,8,88.89%,71,97.26%,9,100.00%,73,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #12 Right to Fair Taxation - Democratic Party,124,Early Voting,FOR,,39,100.00%,71,97.26%,39,100.00%,73,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #12 Right to Fair Taxation - Democratic Party,124,Election Day Voting,FOR,,24,96.00%,71,97.26%,25,100.00%,73,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #12 Right to Fair Taxation - Democratic Party,124,Absentee Voting,AGAINST,,1,11.11%,2,2.74%,9,100.00%,73,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #12 Right to Fair Taxation - Democratic Party,124,Early Voting,AGAINST,,0,0.00%,2,2.74%,39,100.00%,73,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #12 Right to Fair Taxation - Democratic Party,124,Election Day Voting,AGAINST,,1,4.00%,2,2.74%,25,100.00%,73,100.00%,0,0,0,0,0,0,0,0,0,0
United States Senator - Democratic Party,125,Absentee Voting,Beto O'Rourke,,11,42.31%,99,67.81%,26,100.00%,146,100.00%,1,5,0,0,0,0,0,0,0,0
United States Senator - Democratic Party,125,Early Voting,Beto O'Rourke,,33,71.74%,99,67.81%,46,100.00%,146,100.00%,3,5,0,0,0,0,0,0,0,0
United States Senator - Democratic Party,125,Election Day Voting,Beto O'Rourke,,55,74.32%,99,67.81%,74,100.00%,146,100.00%,1,5,0,0,0,0,0,0,0,0
United States Senator - Democratic Party,125,Absentee Voting,Sema Hernandez,,7,26.92%,28,19.18%,26,100.00%,146,100.00%,1,5,0,0,0,0,0,0,0,0
United States Senator - Democratic Party,125,Early Voting,Sema Hernandez,,8,17.39%,28,19.18%,46,100.00%,146,100.00%,3,5,0,0,0,0,0,0,0,0
United States Senator - Democratic Party,125,Election Day Voting,Sema Hernandez,,13,17.57%,28,19.18%,74,100.00%,146,100.00%,1,5,0,0,0,0,0,0,0,0
United States Senator - Democratic Party,125,Absentee Voting,Edward Kimbrough,,8,30.77%,19,13.01%,26,100.00%,146,100.00%,1,5,0,0,0,0,0,0,0,0
United States Senator - Democratic Party,125,Early Voting,Edward Kimbrough,,5,10.87%,19,13.01%,46,100.00%,146,100.00%,3,5,0,0,0,0,0,0,0,0
United States Senator - Democratic Party,125,Election Day Voting,Edward Kimbrough,,6,8.11%,19,13.01%,74,100.00%,146,100.00%,1,5,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Democratic Party",125,Absentee Voting,Greg Sagan,,23,100.00%,133,100.00%,23,100.00%,133,100.00%,4,18,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Democratic Party",125,Early Voting,Greg Sagan,,44,100.00%,133,100.00%,44,100.00%,133,100.00%,5,18,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Democratic Party",125,Election Day Voting,Greg Sagan,,66,100.00%,133,100.00%,66,100.00%,133,100.00%,9,18,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Absentee Voting,Joe Mumbach,,1,3.85%,6,4.35%,26,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Early Voting,Joe Mumbach,,3,6.25%,6,4.35%,48,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Election Day Voting,Joe Mumbach,,2,3.13%,6,4.35%,64,100.00%,138,100.00%,11,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Absentee Voting,James Jolly Clark,,0,0.00%,1,0.72%,26,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Early Voting,James Jolly Clark,,0,0.00%,1,0.72%,48,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Election Day Voting,James Jolly Clark,,1,1.56%,1,0.72%,64,100.00%,138,100.00%,11,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Absentee Voting,Andrew White,,3,11.54%,28,20.29%,26,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Early Voting,Andrew White,,11,22.92%,28,20.29%,48,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Election Day Voting,Andrew White,,14,21.88%,28,20.29%,64,100.00%,138,100.00%,11,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Absentee Voting,Lupe Valdez,,11,42.31%,62,44.93%,26,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Early Voting,Lupe Valdez,,19,39.58%,62,44.93%,48,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Election Day Voting,Lupe Valdez,,32,50.00%,62,44.93%,64,100.00%,138,100.00%,11,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Absentee Voting,Grady Yarbrough,,7,26.92%,17,12.32%,26,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Early Voting,Grady Yarbrough,,5,10.42%,17,12.32%,48,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Election Day Voting,Grady Yarbrough,,5,7.81%,17,12.32%,64,100.00%,138,100.00%,11,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Absentee Voting,Tom Wakely,,0,0.00%,4,2.90%,26,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Early Voting,Tom Wakely,,2,4.17%,4,2.90%,48,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Election Day Voting,Tom Wakely,,2,3.13%,4,2.90%,64,100.00%,138,100.00%,11,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Absentee Voting,Jeffrey Payne,,1,3.85%,10,7.25%,26,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Early Voting,Jeffrey Payne,,6,12.50%,10,7.25%,48,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Election Day Voting,Jeffrey Payne,,3,4.69%,10,7.25%,64,100.00%,138,100.00%,11,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Absentee Voting,Adrian Ocegueda,,1,3.85%,4,2.90%,26,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Early Voting,Adrian Ocegueda,,0,0.00%,4,2.90%,48,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Election Day Voting,Adrian Ocegueda,,3,4.69%,4,2.90%,64,100.00%,138,100.00%,11,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Absentee Voting,"Cedric Davis, Sr.",,2,7.69%,6,4.35%,26,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Early Voting,"Cedric Davis, Sr.",,2,4.17%,6,4.35%,48,100.00%,138,100.00%,1,13,0,0,0,0,0,0,0,0
Governor - Democratic Party,125,Election Day Voting,"Cedric Davis, Sr.",,2,3.13%,6,4.35%,64,100.00%,138,100.00%,11,13,0,0,0,0,0,0,0,0
Lieutenant Governor - Democratic Party,125,Absentee Voting,Mike Collier,,13,50.00%,72,56.25%,26,100.00%,128,100.00%,1,23,0,0,0,0,0,0,0,0
Lieutenant Governor - Democratic Party,125,Early Voting,Mike Collier,,26,60.47%,72,56.25%,43,100.00%,128,100.00%,6,23,0,0,0,0,0,0,0,0
Lieutenant Governor - Democratic Party,125,Election Day Voting,Mike Collier,,33,55.93%,72,56.25%,59,100.00%,128,100.00%,16,23,0,0,0,0,0,0,0,0
Lieutenant Governor - Democratic Party,125,Absentee Voting,Michael Cooper,,13,50.00%,56,43.75%,26,100.00%,128,100.00%,1,23,0,0,0,0,0,0,0,0
Lieutenant Governor - Democratic Party,125,Early Voting,Michael Cooper,,17,39.53%,56,43.75%,43,100.00%,128,100.00%,6,23,0,0,0,0,0,0,0,0
Lieutenant Governor - Democratic Party,125,Election Day Voting,Michael Cooper,,26,44.07%,56,43.75%,59,100.00%,128,100.00%,16,23,0,0,0,0,0,0,0,0
Attorney General - Democratic Party,125,Absentee Voting,Justin Nelson,,25,100.00%,132,100.00%,25,100.00%,132,100.00%,2,19,0,0,0,0,0,0,0,0
Attorney General - Democratic Party,125,Early Voting,Justin Nelson,,45,100.00%,132,100.00%,45,100.00%,132,100.00%,4,19,0,0,0,0,0,0,0,0
Attorney General - Democratic Party,125,Election Day Voting,Justin Nelson,,62,100.00%,132,100.00%,62,100.00%,132,100.00%,13,19,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Democratic Party,125,Absentee Voting,Tim Mahoney,,14,53.85%,61,46.56%,26,100.00%,131,100.00%,1,20,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Democratic Party,125,Early Voting,Tim Mahoney,,21,47.73%,61,46.56%,44,100.00%,131,100.00%,5,20,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Democratic Party,125,Election Day Voting,Tim Mahoney,,26,42.62%,61,46.56%,61,100.00%,131,100.00%,14,20,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Democratic Party,125,Absentee Voting,Joi Chevalier,,12,46.15%,70,53.44%,26,100.00%,131,100.00%,1,20,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Democratic Party,125,Early Voting,Joi Chevalier,,23,52.27%,70,53.44%,44,100.00%,131,100.00%,5,20,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Democratic Party,125,Election Day Voting,Joi Chevalier,,35,57.38%,70,53.44%,61,100.00%,131,100.00%,14,20,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Democratic Party,125,Absentee Voting,Tex Morgan,,14,53.85%,49,36.03%,26,100.00%,136,100.00%,1,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Democratic Party,125,Early Voting,Tex Morgan,,14,30.43%,49,36.03%,46,100.00%,136,100.00%,3,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Democratic Party,125,Election Day Voting,Tex Morgan,,21,32.81%,49,36.03%,64,100.00%,136,100.00%,11,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Democratic Party,125,Absentee Voting,Miguel Suazo,,12,46.15%,87,63.97%,26,100.00%,136,100.00%,1,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Democratic Party,125,Early Voting,Miguel Suazo,,32,69.57%,87,63.97%,46,100.00%,136,100.00%,3,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Democratic Party,125,Election Day Voting,Miguel Suazo,,43,67.19%,87,63.97%,64,100.00%,136,100.00%,11,15,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Democratic Party,125,Absentee Voting,Kim Olson,,24,100.00%,134,100.00%,24,100.00%,134,100.00%,3,17,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Democratic Party,125,Early Voting,Kim Olson,,45,100.00%,134,100.00%,45,100.00%,134,100.00%,4,17,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Democratic Party,125,Election Day Voting,Kim Olson,,65,100.00%,134,100.00%,65,100.00%,134,100.00%,10,17,0,0,0,0,0,0,0,0
Railroad Commissioner - Democratic Party,125,Absentee Voting,Roman McAllen,,12,48.00%,75,58.14%,25,100.00%,129,100.00%,2,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Democratic Party,125,Early Voting,Roman McAllen,,30,68.18%,75,58.14%,44,100.00%,129,100.00%,5,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Democratic Party,125,Election Day Voting,Roman McAllen,,33,55.00%,75,58.14%,60,100.00%,129,100.00%,15,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Democratic Party,125,Absentee Voting,Chris Spellmon,,13,52.00%,54,41.86%,25,100.00%,129,100.00%,2,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Democratic Party,125,Early Voting,Chris Spellmon,,14,31.82%,54,41.86%,44,100.00%,129,100.00%,5,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Democratic Party,125,Election Day Voting,Chris Spellmon,,27,45.00%,54,41.86%,60,100.00%,129,100.00%,15,22,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Democratic Party",125,Absentee Voting,Steven Kirkland,,25,100.00%,133,100.00%,25,100.00%,133,100.00%,2,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Democratic Party",125,Early Voting,Steven Kirkland,,45,100.00%,133,100.00%,45,100.00%,133,100.00%,4,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Democratic Party",125,Election Day Voting,Steven Kirkland,,63,100.00%,133,100.00%,63,100.00%,133,100.00%,12,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Democratic Party",125,Absentee Voting,R. K. Sandill,,25,100.00%,131,100.00%,25,100.00%,131,100.00%,2,20,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Democratic Party",125,Early Voting,R. K. Sandill,,44,100.00%,131,100.00%,44,100.00%,131,100.00%,5,20,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Democratic Party",125,Election Day Voting,R. K. Sandill,,62,100.00%,131,100.00%,62,100.00%,131,100.00%,13,20,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Democratic Party",125,Absentee Voting,Kathy Cheng,,25,100.00%,134,100.00%,25,100.00%,134,100.00%,2,17,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Democratic Party",125,Early Voting,Kathy Cheng,,45,100.00%,134,100.00%,45,100.00%,134,100.00%,4,17,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Democratic Party",125,Election Day Voting,Kathy Cheng,,64,100.00%,134,100.00%,64,100.00%,134,100.00%,11,17,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Democratic Party",125,Absentee Voting,Maria T. (Terri) Jackson,,25,100.00%,137,100.00%,25,100.00%,137,100.00%,2,14,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Democratic Party",125,Early Voting,Maria T. (Terri) Jackson,,46,100.00%,137,100.00%,46,100.00%,137,100.00%,3,14,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Democratic Party",125,Election Day Voting,Maria T. (Terri) Jackson,,66,100.00%,137,100.00%,66,100.00%,137,100.00%,9,14,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Democratic Party",125,Absentee Voting,Ramona Franklin,,25,100.00%,136,100.00%,25,100.00%,136,100.00%,2,15,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Democratic Party",125,Early Voting,Ramona Franklin,,46,100.00%,136,100.00%,46,100.00%,136,100.00%,3,15,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Democratic Party",125,Election Day Voting,Ramona Franklin,,65,100.00%,136,100.00%,65,100.00%,136,100.00%,10,15,0,0,0,0,0,0,0,0
County Chairman - Democratic Party,125,Absentee Voting,Steve Land,,19,76.00%,72,56.69%,25,100.00%,127,100.00%,2,24,0,0,0,0,0,0,0,0
County Chairman - Democratic Party,125,Early Voting,Steve Land,,24,58.54%,72,56.69%,41,100.00%,127,100.00%,8,24,0,0,0,0,0,0,0,0
County Chairman - Democratic Party,125,Election Day Voting,Steve Land,,29,47.54%,72,56.69%,61,100.00%,127,100.00%,14,24,0,0,0,0,0,0,0,0
County Chairman - Democratic Party,125,Absentee Voting,Gentry Powell,,6,24.00%,55,43.31%,25,100.00%,127,100.00%,2,24,0,0,0,0,0,0,0,0
County Chairman - Democratic Party,125,Early Voting,Gentry Powell,,17,41.46%,55,43.31%,41,100.00%,127,100.00%,8,24,0,0,0,0,0,0,0,0
County Chairman - Democratic Party,125,Election Day Voting,Gentry Powell,,32,52.46%,55,43.31%,61,100.00%,127,100.00%,14,24,0,0,0,0,0,0,0,0
Proposition #1 Right to a 21st Century Public Education - Democratic Party,125,Absentee Voting,FOR,,26,96.30%,140,97.22%,27,100.00%,144,100.00%,0,7,0,0,0,0,0,0,0,0
Proposition #1 Right to a 21st Century Public Education - Democratic Party,125,Early Voting,FOR,,46,100.00%,140,97.22%,46,100.00%,144,100.00%,3,7,0,0,0,0,0,0,0,0
Proposition #1 Right to a 21st Century Public Education - Democratic Party,125,Election Day Voting,FOR,,68,95.77%,140,97.22%,71,100.00%,144,100.00%,4,7,0,0,0,0,0,0,0,0
Proposition #1 Right to a 21st Century Public Education - Democratic Party,125,Absentee Voting,AGAINST,,1,3.70%,4,2.78%,27,100.00%,144,100.00%,0,7,0,0,0,0,0,0,0,0
Proposition #1 Right to a 21st Century Public Education - Democratic Party,125,Early Voting,AGAINST,,0,0.00%,4,2.78%,46,100.00%,144,100.00%,3,7,0,0,0,0,0,0,0,0
Proposition #1 Right to a 21st Century Public Education - Democratic Party,125,Election Day Voting,AGAINST,,3,4.23%,4,2.78%,71,100.00%,144,100.00%,4,7,0,0,0,0,0,0,0,0
Proposition #2 Student Loan Debt - Democratic Party,125,Absentee Voting,FOR,,24,88.89%,131,90.97%,27,100.00%,144,100.00%,0,7,0,0,0,0,0,0,0,0
Proposition #2 Student Loan Debt - Democratic Party,125,Early Voting,FOR,,42,89.36%,131,90.97%,47,100.00%,144,100.00%,2,7,0,0,0,0,0,0,0,0
Proposition #2 Student Loan Debt - Democratic Party,125,Election Day Voting,FOR,,65,92.86%,131,90.97%,70,100.00%,144,100.00%,5,7,0,0,0,0,0,0,0,0
Proposition #2 Student Loan Debt - Democratic Party,125,Absentee Voting,AGAINST,,3,11.11%,13,9.03%,27,100.00%,144,100.00%,0,7,0,0,0,0,0,0,0,0
Proposition #2 Student Loan Debt - Democratic Party,125,Early Voting,AGAINST,,5,10.64%,13,9.03%,47,100.00%,144,100.00%,2,7,0,0,0,0,0,0,0,0
Proposition #2 Student Loan Debt - Democratic Party,125,Election Day Voting,AGAINST,,5,7.14%,13,9.03%,70,100.00%,144,100.00%,5,7,0,0,0,0,0,0,0,0
Proposition #3 Right to Healthcare - Democratic Party,125,Absentee Voting,FOR,,25,92.59%,140,93.96%,27,100.00%,149,100.00%,0,2,0,0,0,0,0,0,0,0
Proposition #3 Right to Healthcare - Democratic Party,125,Early Voting,FOR,,46,95.83%,140,93.96%,48,100.00%,149,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #3 Right to Healthcare - Democratic Party,125,Election Day Voting,FOR,,69,93.24%,140,93.96%,74,100.00%,149,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #3 Right to Healthcare - Democratic Party,125,Absentee Voting,AGAINST,,2,7.41%,9,6.04%,27,100.00%,149,100.00%,0,2,0,0,0,0,0,0,0,0
Proposition #3 Right to Healthcare - Democratic Party,125,Early Voting,AGAINST,,2,4.17%,9,6.04%,48,100.00%,149,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #3 Right to Healthcare - Democratic Party,125,Election Day Voting,AGAINST,,5,6.76%,9,6.04%,74,100.00%,149,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #4 Right to Economic Security - Democratic Party,125,Absentee Voting,FOR,,26,96.30%,141,97.92%,27,100.00%,144,100.00%,0,7,0,0,0,0,0,0,0,0
Proposition #4 Right to Economic Security - Democratic Party,125,Early Voting,FOR,,45,97.83%,141,97.92%,46,100.00%,144,100.00%,3,7,0,0,0,0,0,0,0,0
Proposition #4 Right to Economic Security - Democratic Party,125,Election Day Voting,FOR,,70,98.59%,141,97.92%,71,100.00%,144,100.00%,4,7,0,0,0,0,0,0,0,0
Proposition #4 Right to Economic Security - Democratic Party,125,Absentee Voting,AGAINST,,1,3.70%,3,2.08%,27,100.00%,144,100.00%,0,7,0,0,0,0,0,0,0,0
Proposition #4 Right to Economic Security - Democratic Party,125,Early Voting,AGAINST,,1,2.17%,3,2.08%,46,100.00%,144,100.00%,3,7,0,0,0,0,0,0,0,0
Proposition #4 Right to Economic Security - Democratic Party,125,Election Day Voting,AGAINST,,1,1.41%,3,2.08%,71,100.00%,144,100.00%,4,7,0,0,0,0,0,0,0,0
Proposition #5 National Job Program - Democratic Party,125,Absentee Voting,FOR,,25,92.59%,133,93.01%,27,100.00%,143,100.00%,0,8,0,0,0,0,0,0,0,0
Proposition #5 National Job Program - Democratic Party,125,Early Voting,FOR,,46,95.83%,133,93.01%,48,100.00%,143,100.00%,1,8,0,0,0,0,0,0,0,0
Proposition #5 National Job Program - Democratic Party,125,Election Day Voting,FOR,,62,91.18%,133,93.01%,68,100.00%,143,100.00%,7,8,0,0,0,0,0,0,0,0
Proposition #5 National Job Program - Democratic Party,125,Absentee Voting,AGAINST,,2,7.41%,10,6.99%,27,100.00%,143,100.00%,0,8,0,0,0,0,0,0,0,0
Proposition #5 National Job Program - Democratic Party,125,Early Voting,AGAINST,,2,4.17%,10,6.99%,48,100.00%,143,100.00%,1,8,0,0,0,0,0,0,0,0
Proposition #5 National Job Program - Democratic Party,125,Election Day Voting,AGAINST,,6,8.82%,10,6.99%,68,100.00%,143,100.00%,7,8,0,0,0,0,0,0,0,0
"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment - Democratic Party",125,Absentee Voting,FOR,,27,100.00%,145,98.64%,27,100.00%,147,100.00%,0,4,0,0,0,0,0,0,0,0
"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment - Democratic Party",125,Early Voting,FOR,,47,100.00%,145,98.64%,47,100.00%,147,100.00%,2,4,0,0,0,0,0,0,0,0
"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment - Democratic Party",125,Election Day Voting,FOR,,71,97.26%,145,98.64%,73,100.00%,147,100.00%,2,4,0,0,0,0,0,0,0,0
"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment - Democratic Party",125,Absentee Voting,AGAINST,,0,0.00%,2,1.36%,27,100.00%,147,100.00%,0,4,0,0,0,0,0,0,0,0
"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment - Democratic Party",125,Early Voting,AGAINST,,0,0.00%,2,1.36%,47,100.00%,147,100.00%,2,4,0,0,0,0,0,0,0,0
"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment - Democratic Party",125,Election Day Voting,AGAINST,,2,2.74%,2,1.36%,73,100.00%,147,100.00%,2,4,0,0,0,0,0,0,0,0
Proposition #7 Right to Dignity & Respect - Democratic Party,125,Absentee Voting,FOR,,27,100.00%,146,99.32%,27,100.00%,147,100.00%,0,4,0,0,0,0,0,0,0,0
Proposition #7 Right to Dignity & Respect - Democratic Party,125,Early Voting,FOR,,48,100.00%,146,99.32%,48,100.00%,147,100.00%,1,4,0,0,0,0,0,0,0,0
Proposition #7 Right to Dignity & Respect - Democratic Party,125,Election Day Voting,FOR,,71,98.61%,146,99.32%,72,100.00%,147,100.00%,3,4,0,0,0,0,0,0,0,0
Proposition #7 Right to Dignity & Respect - Democratic Party,125,Absentee Voting,AGAINST,,0,0.00%,1,0.68%,27,100.00%,147,100.00%,0,4,0,0,0,0,0,0,0,0
Proposition #7 Right to Dignity & Respect - Democratic Party,125,Early Voting,AGAINST,,0,0.00%,1,0.68%,48,100.00%,147,100.00%,1,4,0,0,0,0,0,0,0,0
Proposition #7 Right to Dignity & Respect - Democratic Party,125,Election Day Voting,AGAINST,,1,1.39%,1,0.68%,72,100.00%,147,100.00%,3,4,0,0,0,0,0,0,0,0
Proposition #8 Right to Housing - Democratic Party,125,Absentee Voting,FOR,,25,92.59%,136,93.15%,27,100.00%,146,100.00%,0,5,0,0,0,0,0,0,0,0
Proposition #8 Right to Housing - Democratic Party,125,Early Voting,FOR,,47,97.92%,136,93.15%,48,100.00%,146,100.00%,1,5,0,0,0,0,0,0,0,0
Proposition #8 Right to Housing - Democratic Party,125,Election Day Voting,FOR,,64,90.14%,136,93.15%,71,100.00%,146,100.00%,4,5,0,0,0,0,0,0,0,0
Proposition #8 Right to Housing - Democratic Party,125,Absentee Voting,AGAINST,,2,7.41%,10,6.85%,27,100.00%,146,100.00%,0,5,0,0,0,0,0,0,0,0
Proposition #8 Right to Housing - Democratic Party,125,Early Voting,AGAINST,,1,2.08%,10,6.85%,48,100.00%,146,100.00%,1,5,0,0,0,0,0,0,0,0
Proposition #8 Right to Housing - Democratic Party,125,Election Day Voting,AGAINST,,7,9.86%,10,6.85%,71,100.00%,146,100.00%,4,5,0,0,0,0,0,0,0,0
Proposition #9 Right to Vote - Democratic Party,125,Absentee Voting,FOR,,26,96.30%,139,95.86%,27,100.00%,145,100.00%,0,6,0,0,0,0,0,0,0,0
Proposition #9 Right to Vote - Democratic Party,125,Early Voting,FOR,,44,97.78%,139,95.86%,45,100.00%,145,100.00%,4,6,0,0,0,0,0,0,0,0
Proposition #9 Right to Vote - Democratic Party,125,Election Day Voting,FOR,,69,94.52%,139,95.86%,73,100.00%,145,100.00%,2,6,0,0,0,0,0,0,0,0
Proposition #9 Right to Vote - Democratic Party,125,Absentee Voting,AGAINST,,1,3.70%,6,4.14%,27,100.00%,145,100.00%,0,6,0,0,0,0,0,0,0,0
Proposition #9 Right to Vote - Democratic Party,125,Early Voting,AGAINST,,1,2.22%,6,4.14%,45,100.00%,145,100.00%,4,6,0,0,0,0,0,0,0,0
Proposition #9 Right to Vote - Democratic Party,125,Election Day Voting,AGAINST,,4,5.48%,6,4.14%,73,100.00%,145,100.00%,2,6,0,0,0,0,0,0,0,0
Proposition #10 Right to a Fair Criminal Justice System - Democratic Party,125,Absentee Voting,FOR,,26,96.30%,142,97.26%,27,100.00%,146,100.00%,0,5,0,0,0,0,0,0,0,0
Proposition #10 Right to a Fair Criminal Justice System - Democratic Party,125,Early Voting,FOR,,44,95.65%,142,97.26%,46,100.00%,146,100.00%,3,5,0,0,0,0,0,0,0,0
Proposition #10 Right to a Fair Criminal Justice System - Democratic Party,125,Election Day Voting,FOR,,72,98.63%,142,97.26%,73,100.00%,146,100.00%,2,5,0,0,0,0,0,0,0,0
Proposition #10 Right to a Fair Criminal Justice System - Democratic Party,125,Absentee Voting,AGAINST,,1,3.70%,4,2.74%,27,100.00%,146,100.00%,0,5,0,0,0,0,0,0,0,0
Proposition #10 Right to a Fair Criminal Justice System - Democratic Party,125,Early Voting,AGAINST,,2,4.35%,4,2.74%,46,100.00%,146,100.00%,3,5,0,0,0,0,0,0,0,0
Proposition #10 Right to a Fair Criminal Justice System - Democratic Party,125,Election Day Voting,AGAINST,,1,1.37%,4,2.74%,73,100.00%,146,100.00%,2,5,0,0,0,0,0,0,0,0
Proposition #11 Immigrant Rights - Democratic Party,125,Absentee Voting,FOR,,26,96.30%,142,97.26%,27,100.00%,146,100.00%,0,5,0,0,0,0,0,0,0,0
Proposition #11 Immigrant Rights - Democratic Party,125,Early Voting,FOR,,45,100.00%,142,97.26%,45,100.00%,146,100.00%,4,5,0,0,0,0,0,0,0,0
Proposition #11 Immigrant Rights - Democratic Party,125,Election Day Voting,FOR,,71,95.95%,142,97.26%,74,100.00%,146,100.00%,1,5,0,0,0,0,0,0,0,0
