Political_subdivision,Election_date,Election_name,Total Prov Ballots,Total Prov Counted,Precinct_number,Reg_Voters,Race_name,Candidate_name,Party_code,Early_Votes,Election_votes
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,42,28
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,"State Representative,
District No. 43",Dee Ann Torres Miller,DEM,63,46
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,44,19
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,57,31
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,70,50
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,69,45
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,70,46
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,County Clerk,Gracie Alaniz-Gonzales,DEM,77,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,"Justice of the Peace,
Precinct No. 1",Linda Gaitan,DEM,68,13
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,"Justice of the Peace,
Precinct No. 1",Yolanda P. Guerrero,DEM,58,48
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #1,Yes,DEM,100,50
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #1,No,DEM,2,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #2,Yes,DEM,104,50
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #2,No,DEM,1,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #3,Yes,DEM,103,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #3,No,DEM,1,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #4,Yes,DEM,104,54
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #4,No,DEM,0,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #5,Yes,DEM,99,47
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #5,No,DEM,4,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #6,Yes,DEM,106,53
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #6,No,DEM,0,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #7,Yes,DEM,101,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #7,No,DEM,0,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #8,Yes,DEM,95,44
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #8,No,DEM,7,9
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #9,Yes,DEM,100,51
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #9,No,DEM,2,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #10,Yes,DEM,100,53
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #10,No,DEM,0,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #11,Yes,DEM,100,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #11,No,DEM,6,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #12,Yes,DEM,103,51
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,104,1469,Proposition #12,No,DEM,0,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,United States Senator,Beto O'Rourke,DEM,18,41
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,United States Senator,Edward Kimbrough,DEM,4,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,United States Senator,Sema Hernandez,DEM,12,19
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"United States Representative, District No. 34",Filemon B. Vela,DEM,30,56
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Governor,"Cedric Davis, Sr.",DEM,2,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Governor,Adrian Ocegueda,DEM,9,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Governor,Lupe Valdez,DEM,16,30
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Governor,Joe Mumbach,DEM,0,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Governor,Tom Wakely,DEM,1,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Governor,Andrew White,DEM,3,9
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Governor,Grady Yarbrough,DEM,3,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Governor,James Jolly Clark,DEM,1,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Governor,Jeffrey Payne,DEM,0,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Lieutenant Governor,Mike Collier,DEM,17,26
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Lieutenant Governor,Michael Cooper,DEM,16,33
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Attorney General,Justin Nelson,DEM,28,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Comptroller of Public Accounts,Joi Chevalier,DEM,16,26
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Comptroller of Public Accounts,Tim Mahoney,DEM,18,30
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Commissioner of the General Land Office,Miguel Suazo,DEM,30,55
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Commissioner of the General Land Office,Tex Morgan,DEM,5,7
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Commissioner of Agriculture,Kim Olson,DEM,26,56
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Railroad Commissioner,Roman McAllen,DEM,21,41
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Railroad Commissioner,Chris Spellmon,DEM,11,16
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,29,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,27,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,27,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,28,55
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,27,54
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Member, State Board of Education, District No. 2",Michelle Arévalo Dávila,DEM,21,35
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,13,25
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"State Representative,
District No. 43",Dee Ann Torres Miller,DEM,28,54
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,7,19
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,28,41
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,27,55
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,26,54
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,30,55
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,County Clerk,Gracie Alaniz-Gonzales,DEM,26,58
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Justice of the Peace,
Precinct No. 5",Nere Villarreal,DEM,29,59
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,"Constable, Precinct No. 5
Unexpired Term",Valde Ramirez,DEM,29,59
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #1,Yes,DEM,36,58
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #1,No,DEM,0,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #2,Yes,DEM,35,56
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #2,No,DEM,0,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #3,Yes,DEM,32,60
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #3,No,DEM,4,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #4,Yes,DEM,35,60
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #4,No,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #5,Yes,DEM,33,55
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #5,No,DEM,3,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #6,Yes,DEM,36,60
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #6,No,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #7,Yes,DEM,35,61
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #7,No,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #8,Yes,DEM,32,53
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #8,No,DEM,4,7
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #9,Yes,DEM,36,56
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #9,No,DEM,0,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #10,Yes,DEM,36,59
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #10,No,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #11,Yes,DEM,35,60
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #11,No,DEM,1,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #12,Yes,DEM,34,59
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,105,1921,Proposition #12,No,DEM,2,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,United States Senator,Beto O'Rourke,DEM,8,16
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,United States Senator,Edward Kimbrough,DEM,7,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,United States Senator,Sema Hernandez,DEM,12,11
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"United States Representative, District No. 27",Ronnie McDonald,DEM,3,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"United States Representative, District No. 27",Raul (Roy) Barrera,DEM,10,15
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"United States Representative, District No. 27",Vanessa Edwards Foster,DEM,7,7
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"United States Representative, District No. 27",Eric Holguin,DEM,5,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Governor,"Cedric Davis, Sr.",DEM,1,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Governor,Adrian Ocegueda,DEM,1,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Governor,Lupe Valdez,DEM,11,9
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Governor,Joe Mumbach,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Governor,Tom Wakely,DEM,1,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Governor,Andrew White,DEM,7,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Governor,Grady Yarbrough,DEM,4,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Governor,James Jolly Clark,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Governor,Jeffrey Payne,DEM,0,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Lieutenant Governor,Mike Collier,DEM,11,17
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Lieutenant Governor,Michael Cooper,DEM,12,13
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Attorney General,Justin Nelson,DEM,21,29
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Comptroller of Public Accounts,Joi Chevalier,DEM,15,14
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Comptroller of Public Accounts,Tim Mahoney,DEM,10,14
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Commissioner of the General Land Office,Miguel Suazo,DEM,21,18
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Commissioner of the General Land Office,Tex Morgan,DEM,4,12
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Commissioner of Agriculture,Kim Olson,DEM,20,28
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Railroad Commissioner,Roman McAllen,DEM,17,19
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Railroad Commissioner,Chris Spellmon,DEM,6,10
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,21,29
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,21,29
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,20,29
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,21,28
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,22,30
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"Member, State Board of Education, District No. 2",Michelle Arévalo Dávila,DEM,18,15
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,7,16
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"State Representative,
District No. 43",Dee Ann Torres Miller,DEM,20,29
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,7,14
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,20,15
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,20,29
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,21,30
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,19,29
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,County Clerk,Gracie Alaniz-Gonzales,DEM,20,31
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #1,Yes,DEM,26,31
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #1,No,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #2,Yes,DEM,23,30
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #2,No,DEM,1,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #3,Yes,DEM,23,27
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #3,No,DEM,1,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #4,Yes,DEM,25,31
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #4,No,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #5,Yes,DEM,23,30
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #5,No,DEM,1,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #6,Yes,DEM,24,30
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #6,No,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #7,Yes,DEM,25,30
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #7,No,DEM,0,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #8,Yes,DEM,23,30
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #8,No,DEM,2,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #9,Yes,DEM,25,32
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #9,No,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #10,Yes,DEM,25,31
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #10,No,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #11,Yes,DEM,21,30
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #11,No,DEM,4,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #12,Yes,DEM,22,26
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,106,1739,Proposition #12,No,DEM,1,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,United States Senator,Beto O'Rourke,DEM,7,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,United States Senator,Edward Kimbrough,DEM,1,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,United States Senator,Sema Hernandez,DEM,1,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"United States Representative, District No. 27",Ronnie McDonald,DEM,1,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"United States Representative, District No. 27",Raul (Roy) Barrera,DEM,6,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"United States Representative, District No. 27",Vanessa Edwards Foster,DEM,1,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"United States Representative, District No. 27",Eric Holguin,DEM,1,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Governor,"Cedric Davis, Sr.",DEM,1,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Governor,Adrian Ocegueda,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Governor,Lupe Valdez,DEM,4,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Governor,Joe Mumbach,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Governor,Tom Wakely,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Governor,Andrew White,DEM,2,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Governor,Grady Yarbrough,DEM,2,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Governor,James Jolly Clark,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Governor,Jeffrey Payne,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Lieutenant Governor,Mike Collier,DEM,8,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Lieutenant Governor,Michael Cooper,DEM,1,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Attorney General,Justin Nelson,DEM,7,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Comptroller of Public Accounts,Joi Chevalier,DEM,5,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Comptroller of Public Accounts,Tim Mahoney,DEM,3,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Commissioner of the General Land Office,Miguel Suazo,DEM,7,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Commissioner of the General Land Office,Tex Morgan,DEM,2,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Commissioner of Agriculture,Kim Olson,DEM,8,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Railroad Commissioner,Roman McAllen,DEM,7,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Railroad Commissioner,Chris Spellmon,DEM,2,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,8,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,8,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,7,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,8,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,8,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Member, State Board of Education, District No. 2",Michelle Arévalo Dávila,DEM,8,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,1,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"State Representative,
District No. 43",Dee Ann Torres Miller,DEM,7,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,1,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,8,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,8,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,8,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,8,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,County Clerk,Gracie Alaniz-Gonzales,DEM,8,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,"Justice of the Peace,
Precinct No. 2","Daniel ""Danny"" Garza",DEM,8,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #1,Yes,DEM,8,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #1,No,DEM,1,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #2,Yes,DEM,8,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #2,No,DEM,1,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #3,Yes,DEM,8,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #3,No,DEM,1,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #4,Yes,DEM,9,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #4,No,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #5,Yes,DEM,9,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #5,No,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #6,Yes,DEM,9,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #6,No,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #7,Yes,DEM,9,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #7,No,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #8,Yes,DEM,8,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #8,No,DEM,1,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #9,Yes,DEM,9,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #9,No,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #10,Yes,DEM,9,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #10,No,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #11,Yes,DEM,9,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #11,No,DEM,0,0
