Political Subdivision,Election Date,Election Name,Total Provisional Ballots,Total Provional Ballots Counted,Precinct Number,Reg Voters,Race Name,Candidate Name,Party Code,Early Votes,Election Votes
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Governor  ,Joe Mumbach,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Governor  ,James Jolly Clark,DEM,1,1
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Lieutenant Governor  ,Mike Collier,DEM,6,11
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Lieutenant Governor  ,Michael Cooper,DEM,1,15
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Attorney General  ,Justin Nelson,DEM,6,22
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Comptroller of Public Accounts  ,Tim Mahoney,DEM,5,16
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Comptroller of Public Accounts  ,Joi Chevalier,DEM,1,6
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Commissioner of the General Land Office  ,Miguel Suazo,DEM,3,14
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Commissioner of the General Land Office  ,Tex Morgan,DEM,4,9
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Commissioner of Agriculture  ,Kim Olson,DEM,5,21
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Railroad Commissioner  ,Chris Spellmon,DEM,4,17
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Railroad Commissioner  ,Roman McAllen,DEM,3,4
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,"Justice, Supreme Court, Place 2 ",Steven Kirkland,DEM,7,19
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,"Justice, Supreme Court, Place 4  ",R.K. Sandill,DEM,7,19
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,"Justice, Supreme Court, Place 6  ",Kathy Cheng,DEM,7,18
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,"Presiding Judge, Court of Criminal Appeals  ",Maria T. (Terri) Jackson,DEM,7,18
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,"Judge, Court of Criminal Appeals, Place 7  ",Ramona Franklin,DEM,6,20
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,"State Representative, District No. 13  ","Cecil Ray Webster, Sr.",DEM,7,19
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,County Chairman  ,Linda R. Arbuckle,DEM,6,20
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #1 Right to a 21st Century Public Education:  ,Yes,DEM,7,26
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #1 Right to a 21st Century Public Education:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #2 Student Loan Debt:  ,Yes,DEM,7,25
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #2 Student Loan Debt:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #3 Right to Healthcare: ,Yes,DEM,7,25
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #3 Right to Healthcare:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #4 Right to Economic Security:  ,Yes,DEM,7,26
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #4 Right to Economic Security:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #5 National Jobs Program:  ,Yes,DEM,7,26
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #5 National Jobs Program: ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment: ",Yes,DEM,7,25
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment: ",No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #7 Right to Dignity & Respect: ,Yes,DEM,7,26
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #7 Right to Dignity & Respect:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #8 Right to Housing:  ,Yes,DEM,7,25
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #8 Right to Housing:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #9 Right to Vote:  ,Yes,DEM,7,25
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #9 Right to Vote: ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #10 Right to a Fair Criminal Justice System:  ,Yes,DEM,7,24
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #10 Right to a Fair Criminal Justice System: ,No,DEM,0,2
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #11 Immigrant Rights: ,Yes,DEM,7,24
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #11 Immigrant Rights:  ,No,DEM,0,2
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #12 Right to Fair Taxation:  ,Yes,DEM,7,25
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Proposition #12 Right to Fair Taxation:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,United States Senator  ,Beto O'Rourke,DEM,9,8
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,United States Senator  ,Edward Kimbrough,DEM,3,8
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,United States Senator  ,Sema Hernandez,DEM,1,3
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,"United States Representative, District No. 17  ",Dale Mantey,DEM,6,13
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,"United States Representative, District No. 17  ",Rick Kennedy,DEM,7,7
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Governor  ,Grady Yarbrough,DEM,0,10
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Governor  ,Jeffrey Payne,DEM,2,0
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Governor  ,Adrian Ocegueda,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Governor  ,Andrew White,DEM,5,1
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Governor  ,"Cedric Davis, Sr.",DEM,3,3
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Governor ,Lupe Valdez,DEM,2,2
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Governor  ,Tom Wakely,DEM,0,2
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Governor ,Joe Mumbach,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Governor  ,James Jolly Clark,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Lieutenant Governor  ,Mike Collier,DEM,9,11
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Lieutenant Governor  ,Michael Cooper,DEM,4,7
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Attorney General  ,Justin Nelson,DEM,11,16
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Comptroller of Public Accounts  ,Tim Mahoney,DEM,9,8
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Comptroller of Public Accounts  ,Joi Chevalier,DEM,4,9
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Commissioner of the General Land Office  ,Miguel Suazo,DEM,10,11
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Commissioner of the General Land Office  ,Tex Morgan,DEM,3,7
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Commissioner of Agriculture  ,Kim Olson,DEM,11,17
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Railroad Commissioner  ,Chris Spellmon,DEM,5,7
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Railroad Commissioner  ,Roman McAllen,DEM,7,11
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,"Justice, Supreme Court, Place 2  ",Steven Kirkland,DEM,12,16
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,"Justice, Supreme Court, Place 4  ",R.K. Sandill,DEM,11,16
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,"Justice, Supreme Court, Place 6  ",Kathy Cheng,DEM,10,17
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,"Presiding Judge, Court of Criminal Appeals  ",Maria T. (Terri) Jackson,DEM,10,16
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,"Judge, Court of Criminal Appeals, Place 7  ",Ramona Franklin,DEM,11,15
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,"State Representative, District No. 13 ","Cecil Ray Webster, Sr.",DEM,11,18
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,County Chairman  ,Linda R. Arbuckle,DEM,10,17
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #1 Right to a 21st Century Public Education:  ,Yes,DEM,13,17
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #1 Right to a 21st Century Public Education: ,No,DEM,0,3
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #2 Student Loan Debt:  ,Yes,DEM,10,17
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #2 Student Loan Debt:  ,No,DEM,2,3
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #3 Right to Healthcare:  ,Yes,DEM,13,18
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #3 Right to Healthcare:  ,No,DEM,0,2
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #4 Right to Economic Security: ,Yes,DEM,12,18
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #4 Right to Economic Security:  ,No,DEM,0,2
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #5 National Jobs Program:  ,Yes,DEM,12,18
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #5 National Jobs Program:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment: ",Yes,DEM,13,20
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:  ",No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #7 Right to Dignity & Respect:  ,Yes,DEM,13,20
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #7 Right to Dignity & Respect:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #8 Right to Housing:  ,Yes,DEM,11,20
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #8 Right to Housing: ,No,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #9 Right to Vote:  ,Yes,DEM,12,20
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #9 Right to Vote:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #10 Right to a Fair Criminal Justice System:  ,Yes,DEM,13,20
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #10 Right to a Fair Criminal Justice System:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #11 Immigrant Rights: ,Yes,DEM,13,20
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #11 Immigrant Rights:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #12 Right to Fair Taxation:  ,Yes,DEM,12,20
Burleson County,3/6/2018,Democrat Primary,0,0,211,961,Proposition #12 Right to Fair Taxation:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,United States Senator  ,Beto O'Rourke,DEM,3,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,United States Senator  ,Edward Kimbrough,DEM,4,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,United States Senator ,Sema Hernandez,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,"United States Representative, District No. 17  ",Dale Mantey,DEM,3,4
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,"United States Representative, District No. 17  ",Rick Kennedy,DEM,3,1
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Governor  ,Grady Yarbrough,DEM,3,1
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Governor  ,Jeffrey Payne,DEM,3,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Governor  ,Adrian Ocegueda,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Governor  ,Andrew White,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Governor  ,"Cedric Davis, Sr.",DEM,0,2
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Governor  ,Lupe Valdez,DEM,0,2
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Governor  ,Tom Wakely,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Governor  ,Joe Mumbach,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Governor  ,James Jolly Clark,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Lieutenant Governor  ,Mike Collier,DEM,6,5
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Lieutenant Governor ,Michael Cooper,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Attorney General  ,Justin Nelson,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Comptroller of Public Accounts  ,Tim Mahoney,DEM,6,3
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Comptroller of Public Accounts  ,Joi Chevalier,DEM,1,2
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Commissioner of the General Land Office  ,Miguel Suazo,DEM,4,5
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Commissioner of the General Land Office  ,Tex Morgan,DEM,2,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Commissioner of Agriculture  ,Kim Olson,DEM,6,5
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Railroad Commissioner  ,Chris Spellmon,DEM,4,1
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Railroad Commissioner  ,Roman McAllen,DEM,2,4
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,"Justice, Supreme Court, Place 2  ",Steven Kirkland,DEM,6,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,"Justice, Supreme Court, Place 4  ",R.K. Sandill,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,"Justice, Supreme Court, Place 6  ",Kathy Cheng,DEM,5,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,"Presiding Judge, Court of Criminal Appeals  ",Maria T. (Terri) Jackson,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,"Judge, Court of Criminal Appeals, Place 7  ",Ramona Franklin,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,"State Representative, District No. 13  ","Cecil Ray Webster, Sr.",DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,County Chairman  ,Linda R. Arbuckle,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #1 Right to a 21st Century Public Education:  ,Yes,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #1 Right to a 21st Century Public Education:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #2 Student Loan Debt:  ,Yes,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #2 Student Loan Debt:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #3 Right to Healthcare:  ,Yes,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #3 Right to Healthcare:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #4 Right to Economic Security:  ,Yes,DEM,7,5
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #4 Right to Economic Security:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #5 National Jobs Program:  ,Yes,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #5 National Jobs Program: ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:  ",Yes,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment: ",No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #7 Right to Dignity & Respect:  ,Yes,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #7 Right to Dignity & Respect:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #8 Right to Housing: ,Yes,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #8 Right to Housing:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #9 Right to Vote:  ,Yes,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #9 Right to Vote:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #10 Right to a Fair Criminal Justice System:  ,Yes,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #10 Right to a Fair Criminal Justice System:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #11 Immigrant Rights:  ,Yes,DEM,7,6
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #11 Immigrant Rights:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #12 Right to Fair Taxation:  ,Yes,DEM,7,5
Burleson County,3/6/2018,Democrat Primary,0,0,215,449,Proposition #12 Right to Fair Taxation:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,United States Senator  ,Beto O'Rourke,DEM,18,10
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,United States Senator  ,Edward Kimbrough,DEM,12,7
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,United States Senator  ,Sema Hernandez,DEM,5,3
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,"United States Representative, District No. 17  ",Dale Mantey,DEM,23,10
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,"United States Representative, District No. 17  ",Rick Kennedy,DEM,13,7
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Governor  ,Grady Yarbrough,DEM,14,4
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Governor  ,Jeffrey Payne,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Governor  ,Adrian Ocegueda,DEM,1,1
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Governor  ,Andrew White,DEM,7,5
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Governor  ,"Cedric Davis, Sr.",DEM,7,4
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Governor  ,Lupe Valdez,DEM,5,2
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Governor  ,Tom Wakely,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Governor  ,Joe Mumbach,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Governor  ,James Jolly Clark,DEM,0,3
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Lieutenant Governor  ,Mike Collier,DEM,24,9
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Lieutenant Governor  ,Michael Cooper,DEM,11,10
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Attorney General  ,Justin Nelson,DEM,32,19
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Comptroller of Public Accounts  ,Tim Mahoney,DEM,23,14
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Comptroller of Public Accounts  ,Joi Chevalier,DEM,11,3
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Commissioner of the General Land Office  ,Miguel Suazo,DEM,17,8
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Commissioner of the General Land Office  ,Tex Morgan,DEM,17,9
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Commissioner of Agriculture  ,Kim Olson,DEM,30,16
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Railroad Commissioner  ,Chris Spellmon,DEM,23,11
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Railroad Commissioner  ,Roman McAllen,DEM,10,6
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,"Justice, Supreme Court, Place 2  ",Steven Kirkland,DEM,31,18
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,"Justice, Supreme Court, Place 4  ",R.K. Sandill,DEM,32,18
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,"Justice, Supreme Court, Place 6  ",Kathy Cheng,DEM,32,18
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,"Presiding Judge, Court of Criminal Appeals  ",Maria T. (Terri) Jackson,DEM,30,18
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,"Judge, Court of Criminal Appeals, Place 7  ",Ramona Franklin,DEM,32,17
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,"State Representative, District No. 13  ","Cecil Ray Webster, Sr.",DEM,34,17
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,County Chairman  ,Linda R. Arbuckle,DEM,33,17
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #1 Right to a 21st Century Public Education:  ,Yes,DEM,31,18
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #1 Right to a 21st Century Public Education:  ,No,DEM,4,1
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #2 Student Loan Debt:  ,Yes,DEM,32,17
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #2 Student Loan Debt:  ,No,DEM,3,2
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #3 Right to Healthcare:  ,Yes,DEM,32,17
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #3 Right to Healthcare: ,No,DEM,4,3
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #4 Right to Economic Security:  ,Yes,DEM,33,17
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #4 Right to Economic Security:  ,No,DEM,2,3
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #5 National Jobs Program:  ,Yes,DEM,32,15
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #5 National Jobs Program:  ,No,DEM,3,4
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:  ",Yes,DEM,36,18
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:  ",No,DEM,0,2
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #7 Right to Dignity & Respect:  ,Yes,DEM,34,17
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #7 Right to Dignity & Respect:  ,No,DEM,1,3
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #8 Right to Housing:  ,Yes,DEM,32,16
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #8 Right to Housing:  ,No,DEM,2,4
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #9 Right to Vote:  ,Yes,DEM,35,16
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #9 Right to Vote: ,No,DEM,1,3
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #10 Right to a Fair Criminal Justice System: ,Yes,DEM,33,17
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #10 Right to a Fair Criminal Justice System:  ,No,DEM,2,3
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #11 Immigrant Rights:  ,Yes,DEM,32,16
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #11 Immigrant Rights:  ,No,DEM,2,4
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #12 Right to Fair Taxation:  ,Yes,DEM,34,18
Burleson County,3/6/2018,Democrat Primary,0,0,301,1292,Proposition #12 Right to Fair Taxation:  ,No,DEM,1,2
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,United States Senator  ,Beto O'Rourke,DEM,10,1
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,United States Senator ,Edward Kimbrough,DEM,4,2
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,United States Senator  ,Sema Hernandez,DEM,2,1
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,"United States Representative, District No. 17  ",Dale Mantey,DEM,9,2
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,"United States Representative, District No. 17  ",Rick Kennedy,DEM,7,2
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Governor  ,Grady Yarbrough,DEM,8,2
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Governor ,Jeffrey Payne,DEM,3,0
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Governor  ,Adrian Ocegueda,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Governor  ,Andrew White,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Governor  ,"Cedric Davis, Sr.",DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Governor  ,Lupe Valdez,DEM,3,1
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Governor  ,Tom Wakely,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Governor  ,Joe Mumbach,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Governor  ,James Jolly Clark,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Lieutenant Governor  ,Mike Collier,DEM,11,2
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Lieutenant Governor  ,Michael Cooper,DEM,6,2
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Attorney General ,Justin Nelson,DEM,16,3
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Comptroller of Public Accounts  ,Tim Mahoney,DEM,11,2
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Comptroller of Public Accounts  ,Joi Chevalier,DEM,6,1
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Commissioner of the General Land Office  ,Miguel Suazo,DEM,14,2
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Commissioner of the General Land Office  ,Tex Morgan,DEM,3,1
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Commissioner of Agriculture  ,Kim Olson,DEM,16,3
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Railroad Commissioner  ,Chris Spellmon,DEM,13,3
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,Railroad Commissioner  ,Roman McAllen,DEM,4,0
Burleson County,3/6/2018,Democrat Primary,0,0,305,532,"Justice, Supreme Court, Place 2  ",Steven Kirkland,DEM,16,3
