political_subdivision,election_date,election_name,total_provisional_ballots,total_provisional_ballots_counted,precinct_name,reg_voters,race_name,candidate_name,early_votes,election_votes
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,114,263,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,115,0,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,116,0,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,5,1,117,3453,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,118,809,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,119,0,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,120,115,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,121,1016,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,8,3,122,3042,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,,123,4577,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,1,124,5568,PRESIDENT - DEM,Calvis L. Hawes,0,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,125,2,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,18,2,126,5322,PRESIDENT - DEM,Calvis L. Hawes,0,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,127,0,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,128,0,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,1,129,3068,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,,130,2040,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,131,0,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,1,132,2894,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,,133,2483,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,134,0,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,9,3,135,5613,PRESIDENT - DEM,Calvis L. Hawes,2,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,4,136,3164,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,2,137,7923,PRESIDENT - DEM,Calvis L. Hawes,1,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,138,0,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,1,139,3895,PRESIDENT - DEM,Calvis L. Hawes,0,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,2,140,2081,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,,141,456,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,2,142,1202,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,145,2888,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,1,146,3038,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,148,4524,PRESIDENT - DEM,Calvis L. Hawes,1,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,1,149,1658,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,1,150,2275,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,151,2546,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,11,3,152,3675,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,12,3,153,4733,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,9,1,154,2777,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,15,,156,6184,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,,160,2446,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,1,161,2151,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,163,328,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,1,164,2345,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,20,6,200,4991,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,8,2,202,3452,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,203,992,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,8,,205,2860,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,8,,206,1474,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,22,7,207,4869,PRESIDENT - DEM,Calvis L. Hawes,0,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,24,9,208,7700,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,1,209,1259,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,210,1740,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,211,1988,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,212,4429,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,213,0,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,2,214,2636,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,,215,2302,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,12,2,216,2631,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,,217,2429,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,19,3,218,5253,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,8,1,219,3253,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,220,1756,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,221,1046,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,2,222,2971,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,1,223,768,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,224,255,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,5,2,225,4020,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,,226,2014,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,227,1033,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,1,228,1854,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,229,2041,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,2,231,2755,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,1,232,6568,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,3,233,3941,PRESIDENT - DEM,Calvis L. Hawes,1,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,1,234,2348,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,9,3,235,2900,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,16,8,236,3204,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,237,2109,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,4,238,2874,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,2,239,2460,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,240,1057,PRESIDENT - DEM,Calvis L. Hawes,0,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,241,1758,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,13,,242,5466,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,1,243,1851,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,244,3931,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,,245,1342,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,,246,1822,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,247,777,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,,248,2611,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,5,2,249,3057,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,1,250,5219,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,9,4,251,3159,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,10,5,252,2763,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,1,253,2990,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,1,254,3577,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,1,256,2081,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,,258,2721,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,2,259,2850,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,,260,1530,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,12,3,262,4741,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,8,2,263,3029,PRESIDENT - DEM,Calvis L. Hawes,0,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,1,266,529,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,267,1622,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,,268,1323,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,9,5,273,2988,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,9,2,274,2996,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,1,275,3524,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,20,5,277,6924,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,1,301,1254,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,302,3220,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,5,,303,2925,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,3,304,4307,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,305,10,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,1,306,3073,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,1,307,1483,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,1,308,5684,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,309,2627,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,2,310,4785,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,16,2,311,5642,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,,312,2221,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,5,1,313,446,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,,314,4976,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,1,315,3855,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,,316,2763,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,317,2837,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,318,847,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,319,2513,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,1,320,2098,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,1,321,766,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,4,323,2186,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,11,1,324,5938,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,325,98,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,,326,2421,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,,327,3004,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,,328,4341,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,,329,5205,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,330,3129,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,1,331,2866,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,332,2825,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,333,3040,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,3,334,3100,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,2,335,2631,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,336,2264,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,2,337,4029,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,2,338,5135,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,2,339,1835,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,1,340,2836,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,341,91,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,14,2,342,4904,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,343,3131,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,1,344,1883,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,345,3,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,1,346,4048,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,8,3,347,2885,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,2,349,4923,PRESIDENT - DEM,Calvis L. Hawes,0,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,11,4,350,4071,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,,351,1878,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,16,6,352,3574,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,2,354,4467,PRESIDENT - DEM,Calvis L. Hawes,0,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,1,356,2049,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,357,641,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,2,358,4875,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,1,359,4960,PRESIDENT - DEM,Calvis L. Hawes,0,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,1,360,4411,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,,361,1453,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,1,362,2952,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,363,1605,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,4,364,3713,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,365,2249,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,1,366,4844,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,1,367,5920,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,,368,447,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,369,2738,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,2,370,1647,PRESIDENT - DEM,Calvis L. Hawes,0,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,,371,2568,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,372,2143,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,1,373,4982,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,5,1,374,6095,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,2,1,375,1000,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,1,401,2455,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,5,1,402,3627,PRESIDENT - DEM,Calvis L. Hawes,0,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,5,,403,1541,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,,404,2693,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,405,548,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,406,3265,PRESIDENT - DEM,Calvis L. Hawes,1,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,2,407,2261,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,,408,3437,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,,409,2151,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,9,2,410,3295,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,411,2058,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,412,132,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,5,,413,1284,PRESIDENT - DEM,Calvis L. Hawes,0,1
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,,414,3373,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,415,1299,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,5,1,416,187,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,1,417,1695,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,418,8,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,419,576,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,14,4,420,2811,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,9,2,421,2845,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,7,1,422,2369,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,5,1,423,4487,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,1,424,2808,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,4,1,425,742,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,8,1,426,3330,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,3,1,427,2498,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,1,,428,1403,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,31,5,429,7478,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,11,4,430,1640,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,25,6,431,6859,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,432,2,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,6,2,433,2966,PRESIDENT - DEM,Calvis L. Hawes,0,0
Travis County Democratic Primary Election,3/1/2016,Joint Primary Election,,,434,4,PRESIDENT - DEM,Calvis L. Hawes,0,0
