political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Lieutenant Governor,Dan Patrick,REP,25,11,3,22
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Lieutenant Governor,Mike Collier,DEM,3,2,1,2
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Lieutenant Governor,Kerry Douglas McKennon,LIB,1,0,0,1
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Attorney General,Ken Paxton,REP,25,11,3,22
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Attorney General,Justin Nelson,DEM,4,2,1,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Attorney General,Michael Ray Harris,LIB,0,0,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Comptroller of Public Accounts,Glenn Hegar,REP,26,10,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Comptroller of Public Accounts,Joi Chevalier,DEM,4,3,1,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Comptroller of Public Accounts,Ben Sanders,LIB,0,0,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Commissioner of the General
Land Office",George P. Bush,REP,26,11,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Commissioner of the General
Land Office",Miguel Suazo,DEM,4,2,1,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Commissioner of the General
Land Office",Matt Piña,LIB,0,0,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Commissioner of Agriculture,Sid Miller,REP,26,10,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Commissioner of Agriculture,Kim Olson,DEM,4,3,1,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Commissioner of Agriculture,Richard Carpenter,LIB,0,0,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Railroad Commissioner,Christi Craddick,REP,26,12,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Railroad Commissioner,Roman McAllen,DEM,4,2,1,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Railroad Commissioner,Mike Wright,LIB,0,0,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,26,12,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,3,2,0,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Justice, Supreme Court, Place 4",John Devine,REP,26,13,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,3,1,0,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Justice, Supreme Court, Place 6",Jeff Brown,REP,26,12,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,3,2,0,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,26,12,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,3,1,0,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,1,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,26,12,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,3,2,0,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,27,13,3,24
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,2,0,0,2
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"State Senator, District No. 5",Charles Schwertner,REP,26,12,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"State Senator, District No. 5",Meg Walsh,DEM,4,2,1,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"State Senator, District No. 5",Amy Lyons,LIB,0,0,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"State Representative, 
District No. 57",Trent Ashby,REP,26,12,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"State Representative, 
District No. 57",Jason Rogers,DEM,3,2,0,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Chief Justice, 10th Court of
Appeals District",Tom Gray,REP,27,13,3,24
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"District Judge, 278th Judicial District",Hal R. Ridley,REP,28,13,3,25
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Criminal District Attorney Madison County,Brian L. Risinger,REP,28,13,3,25
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,County Judge,Tony Leago,REP,28,13,3,25
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,District Clerk,Rhonda Cook Savage,REP,28,13,3,25
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,County Clerk,Susanne Morris,REP,28,13,3,25
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,County Treasurer,Judi Williams Delesandri,REP,28,13,3,25
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"Justice of the Peace,
Precinct No. 2",Steven Cole,REP,27,13,3,24
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"School Board, Position 2",Becky Wilson,,7,8,0,7
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"School Board, Position 2",Rodney Murphy,,21,5,3,18
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"School Board, Position 3",Karl Radde,,12,6,0,12
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"School Board, Position 3",Steve Diserens,,16,7,3,13
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"School Board, Position 4",Tammy Gilbert,,24,13,0,24
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"School Board, Position 5",Brian Baker,,26,12,2,24
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Straight Party,Republican Party    REP,REP,210,71,31,179
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Straight Party,Democratic Party   DEM,DEM,12,12,2,10
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Straight Party,Libertarian Party    LIB,LIB,0,0,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,United States Senator,Ted Cruz,REP,321,116,42,279
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,United States Senator,Beto O'Rourke,DEM,31,22,7,24
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,United States Senator,Neal M. Dikeman,LIB,4,1,0,4
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"United States Representative,
District No. 8",Kevin Brady,REP,323,118,39,284
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"United States Representative,
District No. 8",Steven David,DEM,25,19,7,18
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"United States Representative,
District No. 8",Chris Duncan,LIB,5,3,0,5
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Governor,Greg Abbott,REP,325,120,42,283
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Governor,Lupe Valdez,DEM,30,17,7,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Governor,Mark Jay Tippetts,LIB,2,2,0,2
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Lieutenant Governor,Dan Patrick,REP,288,98,41,247
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Lieutenant Governor,Mike Collier,DEM,64,35,8,56
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Lieutenant Governor,Kerry Douglas McKennon,LIB,3,7,0,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Attorney General,Ken Paxton,REP,307,112,40,267
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Attorney General,Justin Nelson,DEM,41,23,8,33
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Attorney General,Michael Ray Harris,LIB,5,2,0,5
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Comptroller of Public Accounts,Glenn Hegar,REP,319,115,41,278
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Comptroller of Public Accounts,Joi Chevalier,DEM,28,17,7,21
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Comptroller of Public Accounts,Ben Sanders,LIB,6,4,0,6
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Commissioner of the General
Land Office",George P. Bush,REP,307,114,41,266
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Commissioner of the General
Land Office",Miguel Suazo,DEM,33,19,7,26
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Commissioner of the General
Land Office",Matt Piña,LIB,13,1,0,13
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Commissioner of Agriculture,Sid Miller,REP,313,114,40,273
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Commissioner of Agriculture,Kim Olson,DEM,35,20,7,28
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Commissioner of Agriculture,Richard Carpenter,LIB,4,2,0,4
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Railroad Commissioner,Christi Craddick,REP,315,114,41,274
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Railroad Commissioner,Roman McAllen,DEM,29,18,7,22
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Railroad Commissioner,Mike Wright,LIB,9,3,0,9
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,314,115,37,277
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,33,21,8,25
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Justice, Supreme Court, Place 4",John Devine,REP,312,116,37,275
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,36,19,8,28
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Justice, Supreme Court, Place 6",Jeff Brown,REP,316,115,38,278
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,32,21,7,25
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,314,116,38,276
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,30,19,7,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,6,1,0,6
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,315,117,38,277
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,34,19,7,27
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,315,119,36,279
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,23,8,3,20
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"State Senator, District No. 5",Charles Schwertner,REP,310,114,39,271
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"State Senator, District No. 5",Meg Walsh,DEM,33,21,8,25
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"State Senator, District No. 5",Amy Lyons,LIB,8,3,0,8
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"State Representative, 
District No. 57",Trent Ashby,REP,328,121,39,289
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"State Representative, 
District No. 57",Jason Rogers,DEM,26,18,7,19
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Chief Justice, 10th Court of
Appeals District",Tom Gray,REP,328,122,40,288
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"District Judge, 278th Judicial District",Hal R. Ridley,REP,328,122,39,289
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,Criminal District Attorney Madison County,Brian L. Risinger,REP,329,121,41,288
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,County Judge,Tony Leago,REP,333,120,42,291
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,District Clerk,Rhonda Cook Savage,REP,336,123,40,296
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,County Clerk,Susanne Morris,REP,338,123,40,298
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,County Treasurer,Judi Williams Delesandri,REP,335,124,40,295
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"County Commissioner,
Precinct No. 4",David Pohorelsky,REP,333,120,40,293
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404,784,"Justice of the Peace,
Precinct No. 2",Steven Cole,REP,336,124,41,295
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Straight Party,Republican Party    REP,REP,293,120,22,271
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Straight Party,Democratic Party   DEM,DEM,18,9,1,17
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Straight Party,Libertarian Party    LIB,LIB,1,0,0,1
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,United States Senator,Ted Cruz,REP,415,169,41,374
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,United States Senator,Beto O'Rourke,DEM,37,22,5,32
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,United States Senator,Neal M. Dikeman,LIB,1,2,0,1
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"United States Representative,
District No. 8",Kevin Brady,REP,408,177,39,369
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"United States Representative,
District No. 8",Steven David,DEM,37,14,6,31
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"United States Representative,
District No. 8",Chris Duncan,LIB,4,2,0,4
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Governor,Greg Abbott,REP,419,177,40,379
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Governor,Lupe Valdez,DEM,30,15,5,25
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Governor,Mark Jay Tippetts,LIB,3,3,1,2
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Lieutenant Governor,Dan Patrick,REP,388,163,38,350
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Lieutenant Governor,Mike Collier,DEM,51,26,6,45
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Lieutenant Governor,Kerry Douglas McKennon,LIB,5,6,0,5
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Attorney General,Ken Paxton,REP,394,162,38,356
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Attorney General,Justin Nelson,DEM,44,24,8,36
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Attorney General,Michael Ray Harris,LIB,11,8,0,11
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Comptroller of Public Accounts,Glenn Hegar,REP,406,167,38,368
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Comptroller of Public Accounts,Joi Chevalier,DEM,33,16,5,28
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Comptroller of Public Accounts,Ben Sanders,LIB,8,10,2,6
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Commissioner of the General
Land Office",George P. Bush,REP,388,167,37,351
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Commissioner of the General
Land Office",Miguel Suazo,DEM,43,15,6,37
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Commissioner of the General
Land Office",Matt Piña,LIB,14,10,0,14
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Commissioner of Agriculture,Sid Miller,REP,392,167,39,353
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Commissioner of Agriculture,Kim Olson,DEM,46,20,7,39
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Commissioner of Agriculture,Richard Carpenter,LIB,9,6,0,9
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Railroad Commissioner,Christi Craddick,REP,399,168,40,359
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Railroad Commissioner,Roman McAllen,DEM,32,15,6,26
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Railroad Commissioner,Mike Wright,LIB,17,11,0,17
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,402,175,38,364
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,41,17,7,34
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Justice, Supreme Court, Place 4",John Devine,REP,400,175,39,361
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,43,16,7,36
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Justice, Supreme Court, Place 6",Jeff Brown,REP,404,175,39,365
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,39,16,7,32
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,399,168,38,361
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,38,15,6,32
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,9,9,2,7
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,407,175,38,369
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,39,16,8,31
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,404,178,38,366
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,31,12,4,27
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"State Senator, District No. 5",Charles Schwertner,REP,406,167,39,367
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"State Senator, District No. 5",Meg Walsh,DEM,38,19,6,32
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"State Senator, District No. 5",Amy Lyons,LIB,8,8,1,7
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"State Representative, 
District No. 57",Trent Ashby,REP,412,180,39,373
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"State Representative, 
District No. 57",Jason Rogers,DEM,36,15,6,30
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Chief Justice, 10th Court of
Appeals District",Tom Gray,REP,421,184,38,383
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"District Judge, 278th Judicial District",Hal R. Ridley,REP,416,184,36,380
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,Criminal District Attorney Madison County,Brian L. Risinger,REP,421,184,38,383
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,County Judge,Tony Leago,REP,420,183,38,382
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,District Clerk,Rhonda Cook Savage,REP,423,186,37,386
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,County Clerk,Susanne Morris,REP,422,185,38,384
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,County Treasurer,Judi Williams Delesandri,REP,422,184,38,384
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"County Commissioner,
Precinct No. 4",David Pohorelsky,REP,427,184,39,388
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"Justice of the Peace,
Precinct No. 2",Steven Cole,REP,418,185,38,380
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"School Board, Position 2",Becky Wilson,,229,104,24,205
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"School Board, Position 2",Rodney Murphy,,158,73,9,149
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"School Board, Position 3",Karl Radde,,175,73,18,157
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"School Board, Position 3",Steve Diserens,,214,101,17,197
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"School Board, Position 4",Tammy Gilbert,,354,158,28,326
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,404 - NZISD,1178,"School Board, Position 5",Brian Baker,,353,152,26,327
