political_subdivision,election_date,election_name,total_provisional_ballots,total_provisional_ballots_counted,Precinct_name,Reg_voters,race_name,candidate_name,early_votes,election_votes
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,UNITED STATES SENATOR - REP,Geraldine Sam,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,UNITED STATES SENATOR - REP,Stefano de Stefano,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,UNITED STATES SENATOR - REP,Mary Miller,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,UNITED STATES SENATOR - REP,Ted Cruz,6,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"DISTRICT 35, UNITED STATES REPRESENTATIVE - REP",David Smalling,3,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"DISTRICT 35, UNITED STATES REPRESENTATIVE - REP",Sherrill Kenneth (SK) Alexander,2,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,GOVERNOR - REP,Greg Abbott,6,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,GOVERNOR - REP,Barbara Krueger,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,GOVERNOR - REP,SECEDE Kilgore,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,LIEUTENANT GOVERNOR - REP,Dan Patrick,6,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,LIEUTENANT GOVERNOR - REP,Scott Milder,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,ATTORNEY GENERAL - REP,Ken Paxton,6,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,COMPTROLLER OF PUBLIC ACCOUNTS - REP,Glenn Hegar,5,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Davey Edwards,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,George P. Bush,3,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Rick Range,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Jerry Patterson,3,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,COMMISSIONER OF AGRICULTURE - REP,Jim Hogan,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,COMMISSIONER OF AGRICULTURE - REP,Trey Blocker,2,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,COMMISSIONER OF AGRICULTURE - REP,Sid Miller,3,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,RAILROAD COMMISSIONER - REP,Christi Craddick,4,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,RAILROAD COMMISSIONER - REP,Weston Martinez,1,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 2, JUSTICE, SUPREME COURT - REP",Jimmy Blacklock,5,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 4, JUSTICE, SUPREME COURT - REP",John Devine,4,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 6, JUSTICE, SUPREME COURT - REP",Jeff Brown,5,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS - REP",David Bridges,4,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS - REP",Sharon Keller,1,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 7, JUDGE, COURT OF CRIMINAL APPEALS - REP",Barbara Parker Hervey,5,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Michelle Slaughter,2,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Dib Waldrip,2,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Jay Brandon,1,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"DISTRICT 14, STATE SENATOR - REP",George W. Hindman,5,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"DISTRICT 46, STATE REPRESENTATIVE - REP",Gabriel Nila,5,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 2, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Cindy Olson Bourland,5,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 3, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Scott Field,5,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 5, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",David Puryear,3,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Donna Davidson,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Kristofer Monson,1,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Jennifer S. Freel,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP","Michael ""Mike"" Toth",4,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,COUNTY CHAIRMAN - REP,Matt Mackowiak,5,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 1,Yes,5,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 1,No,1,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 2,Yes,5,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 2,No,1,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 3,Yes,6,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 3,No,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 4,Yes,6,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 4,No,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 5,Yes,6,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 5,No,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 6,Yes,6,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 6,No,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 7,Yes,5,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 7,No,1,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 8,Yes,6,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 8,No,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 9,Yes,4,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 9,No,2,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 10,Yes,6,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 10,No,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 11,Yes,4,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,120,137,REPUBLICAN PROPOSITION 11,No,2,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,UNITED STATES SENATOR - REP,"Bruce Jacobson, Jr.",1,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,UNITED STATES SENATOR - REP,Geraldine Sam,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,UNITED STATES SENATOR - REP,Stefano de Stefano,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,UNITED STATES SENATOR - REP,Mary Miller,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,UNITED STATES SENATOR - REP,Ted Cruz,1,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"DISTRICT 35, UNITED STATES REPRESENTATIVE - REP",David Smalling,2,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"DISTRICT 35, UNITED STATES REPRESENTATIVE - REP",Sherrill Kenneth (SK) Alexander,0,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,GOVERNOR - REP,Greg Abbott,2,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,GOVERNOR - REP,Barbara Krueger,0,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,GOVERNOR - REP,SECEDE Kilgore,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,LIEUTENANT GOVERNOR - REP,Dan Patrick,2,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,LIEUTENANT GOVERNOR - REP,Scott Milder,0,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,ATTORNEY GENERAL - REP,Ken Paxton,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,COMPTROLLER OF PUBLIC ACCOUNTS - REP,Glenn Hegar,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Davey Edwards,2,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,George P. Bush,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Rick Range,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Jerry Patterson,0,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,COMMISSIONER OF AGRICULTURE - REP,Jim Hogan,1,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,COMMISSIONER OF AGRICULTURE - REP,Trey Blocker,1,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,COMMISSIONER OF AGRICULTURE - REP,Sid Miller,0,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,RAILROAD COMMISSIONER - REP,Christi Craddick,0,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,RAILROAD COMMISSIONER - REP,Weston Martinez,2,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 2, JUSTICE, SUPREME COURT - REP",Jimmy Blacklock,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 4, JUSTICE, SUPREME COURT - REP",John Devine,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 6, JUSTICE, SUPREME COURT - REP",Jeff Brown,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS - REP",David Bridges,2,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS - REP",Sharon Keller,0,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 7, JUDGE, COURT OF CRIMINAL APPEALS - REP",Barbara Parker Hervey,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Michelle Slaughter,0,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Dib Waldrip,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Jay Brandon,2,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"DISTRICT 14, STATE SENATOR - REP",George W. Hindman,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"DISTRICT 46, STATE REPRESENTATIVE - REP",Gabriel Nila,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 2, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Cindy Olson Bourland,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 3, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Scott Field,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 5, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",David Puryear,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Donna Davidson,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Kristofer Monson,1,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Jennifer S. Freel,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP","Michael ""Mike"" Toth",1,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,COUNTY CHAIRMAN - REP,Matt Mackowiak,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 1,Yes,2,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 1,No,0,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 2,Yes,2,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 2,No,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 3,Yes,2,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 3,No,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 4,Yes,2,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 4,No,0,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 5,Yes,2,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 5,No,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 6,Yes,2,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 6,No,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 7,Yes,0,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 7,No,2,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 8,Yes,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 8,No,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 9,Yes,2,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 9,No,0,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 10,Yes,2,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 10,No,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 11,Yes,1,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,121,1091,REPUBLICAN PROPOSITION 11,No,1,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,UNITED STATES SENATOR - REP,"Bruce Jacobson, Jr.",1,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,UNITED STATES SENATOR - REP,Geraldine Sam,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,UNITED STATES SENATOR - REP,Stefano de Stefano,1,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,UNITED STATES SENATOR - REP,Mary Miller,2,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,UNITED STATES SENATOR - REP,Ted Cruz,12,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"DISTRICT 25, UNITED STATES REPRESENTATIVE - REP",Roger Williams,12,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,GOVERNOR - REP,Greg Abbott,11,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,GOVERNOR - REP,Barbara Krueger,2,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,GOVERNOR - REP,SECEDE Kilgore,3,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,LIEUTENANT GOVERNOR - REP,Dan Patrick,10,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,LIEUTENANT GOVERNOR - REP,Scott Milder,6,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,ATTORNEY GENERAL - REP,Ken Paxton,12,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,COMPTROLLER OF PUBLIC ACCOUNTS - REP,Glenn Hegar,13,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Davey Edwards,2,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,George P. Bush,6,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Rick Range,0,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Jerry Patterson,8,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,COMMISSIONER OF AGRICULTURE - REP,Jim Hogan,4,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,COMMISSIONER OF AGRICULTURE - REP,Trey Blocker,4,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,COMMISSIONER OF AGRICULTURE - REP,Sid Miller,8,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,RAILROAD COMMISSIONER - REP,Christi Craddick,10,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,RAILROAD COMMISSIONER - REP,Weston Martinez,4,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 2, JUSTICE, SUPREME COURT - REP",Jimmy Blacklock,13,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 4, JUSTICE, SUPREME COURT - REP",John Devine,13,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 6, JUSTICE, SUPREME COURT - REP",Jeff Brown,13,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS - REP",David Bridges,10,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS - REP",Sharon Keller,5,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 7, JUDGE, COURT OF CRIMINAL APPEALS - REP",Barbara Parker Hervey,13,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Michelle Slaughter,9,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Dib Waldrip,1,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Jay Brandon,4,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"DISTRICT 14, STATE SENATOR - REP",George W. Hindman,12,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"DISTRICT 46, STATE REPRESENTATIVE - REP",Gabriel Nila,12,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 2, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Cindy Olson Bourland,13,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 3, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Scott Field,13,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 5, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",David Puryear,13,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Donna Davidson,8,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Kristofer Monson,0,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Jennifer S. Freel,2,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP","Michael ""Mike"" Toth",5,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,COUNTY CHAIRMAN - REP,Matt Mackowiak,12,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 1,Yes,13,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 1,No,3,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 2,Yes,15,7
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 2,No,1,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 3,Yes,11,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 3,No,5,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 4,Yes,12,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 4,No,4,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 5,Yes,13,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 5,No,3,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 6,Yes,11,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 6,No,5,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 7,Yes,10,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 7,No,6,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 8,Yes,15,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 8,No,1,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 9,Yes,10,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 9,No,6,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 10,Yes,15,7
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 10,No,1,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 11,Yes,14,7
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,122,3255,REPUBLICAN PROPOSITION 11,No,2,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,123,5910,UNITED STATES SENATOR - REP,"Bruce Jacobson, Jr.",9,11
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,123,5910,UNITED STATES SENATOR - REP,Geraldine Sam,5,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,123,5910,UNITED STATES SENATOR - REP,Stefano de Stefano,6,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,123,5910,UNITED STATES SENATOR - REP,Mary Miller,20,17
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,123,5910,UNITED STATES SENATOR - REP,Ted Cruz,102,138
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,123,5910,"DISTRICT 10, UNITED STATES REPRESENTATIVE - REP",John W. Cook,30,53
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,123,5910,"DISTRICT 10, UNITED STATES REPRESENTATIVE - REP",Michael T. McCaul,102,115
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,123,5910,GOVERNOR - REP,Greg Abbott,108,152
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,123,5910,GOVERNOR - REP,Barbara Krueger,30,17
