political_subdivision,election_date,election_name,total provision ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Railroad Commissioner,Chris Spellmon,DEM,18,17
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,44,49
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,43,52
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,44,48
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,44,52
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,42,51
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Member, State Board of Education, District No. 3",Dan Arellano,DEM,10,16
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Member, State Board of Education, District No. 3",Marisa B. Perez,DEM,45,48
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,46,51
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,28,18
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,36,44
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,51,57
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,50,57
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,48,56
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,District Clerk,Sara Trevino,DEM,49,62
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,County Clerk,Susana Moron,DEM,58,59
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"County Commisisoner, Precinct No. 4",Richard (Rick) Olivares,DEM,77,57
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Justice of the Peace, Precinct No. 4",Luis R. Pena,DEM,2,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Justice of the Peace, Precinct No. 4",Enrique (Henry) Jimenez,DEM,62,36
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"Justice of the Peace, Precinct No. 4",Esther Castro,DEM,28,36
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,County Chairman,Dela Castillo,DEM,54,54
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,United States Senator,Edward Kimbrough,DEM,2,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,United States Senator,Beto O'Rourke,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,United States Senator,Sema Hernandez,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"United States Representative, District No. 34",Filemon B. Vela,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Governor,Andrew White,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Governor,Grady Yarbrough,DEM,3,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Governor,"Cedric Davis, Sr.",DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Governor,Tom Wakely,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Governor,James Jolly Clark,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Governor,Jeffrey Payne,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Governor,Joe Mumbach,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Governor,Adrian Ocegueda,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Governor,Lupe Valdez,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Lieutenant Governor,Michael Cooper,DEM,3,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Lieutenant Governor,Mike Collier,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Attorney General,Justin Nelson,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Comptroller of Public Accounts,Tim Mahoney,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Comptroller of Public Accounts,Joi Chevalier,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Commissioner of the General Land Office,Tex Morgan,DEM,2,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Commissioner of the General Land Office,Miguel Suazo,DEM,1,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Commissioner of Agriculture,Kim Olson,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Railroad Commissioner,Roman McAllen,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,Railroad Commissioner,Chris Spellmon,DEM,2,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Member, State Board of Education, District No. 3",Dan Arellano,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Member, State Board of Education, District No. 3",Marisa B. Perez,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,2,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,1,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,District Clerk,Sara Trevino,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,County Clerk,Susana Moron,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"County Commissioner, Precinct No. 2",Mirella Escamilla Davis,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,"Justice of the Peace, Precinct No. 2",Eddie Salazar,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,8,248,County Chairman,Dela Castillo,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,United States Senator,Edward Kimbrough,DEM,9,4
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,United States Senator,Beto O'Rourke,DEM,6,14
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,United States Senator,Sema Hernandez,DEM,20,20
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"United States Representative, District No. 34",Filemon B. Vela,DEM,32,33
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Governor,Andrew White,DEM,4,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Governor,Grady Yarbrough,DEM,5,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Governor,"Cedric Davis, Sr.",DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Governor,Tom Wakely,DEM,1,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Governor,James Jolly Clark,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Governor,Jeffrey Payne,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Governor,Joe Mumbach,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Governor,Adrian Ocegueda,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Governor,Lupe Valdez,DEM,22,20
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Lieutenant Governor,Michael Cooper,DEM,24,19
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Lieutenant Governor,Mike Collier,DEM,8,16
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Attorney General,Justin Nelson,DEM,34,30
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Comptroller of Public Accounts,Tim Mahoney,DEM,21,20
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Comptroller of Public Accounts,Joi Chevalier,DEM,13,14
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Commissioner of the General Land Office,Tex Morgan,DEM,5,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Commissioner of the General Land Office,Miguel Suazo,DEM,30,33
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Commissioner of Agriculture,Kim Olson,DEM,32,28
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Railroad Commissioner,Roman McAllen,DEM,22,23
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,Railroad Commissioner,Chris Spellmon,DEM,12,8
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,33,28
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,33,29
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,33,28
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,32,31
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,33,31
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Member, State Board of Education, District No. 3",Dan Arellano,DEM,8,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Member, State Board of Education, District No. 3",Marisa B. Perez,DEM,26,30
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,30,29
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,3,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,32,34
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,34,35
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,33,34
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,28,34
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,District Clerk,Sara Trevino,DEM,31,35
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,County Clerk,Susana Moron,DEM,32,34
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,"Justice of the Peace, Precinct No. 1",Susana Salazar Contreras,DEM,31,34
Bee County,3/6/2018,2018 Democrat Primary,8,7,9,780,County Chairman,Dela Castillo,DEM,30,34
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,United States Senator,Edward Kimbrough,DEM,5,4
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,United States Senator,Beto O'Rourke,DEM,13,4
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,United States Senator,Sema Hernandez,DEM,19,15
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"United States Representative, District No. 34",Filemon B. Vela,DEM,32,20
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Governor,Andrew White,DEM,4,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Governor,Grady Yarbrough,DEM,3,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Governor,"Cedric Davis, Sr.",DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Governor,Tom Wakely,DEM,1,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Governor,James Jolly Clark,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Governor,Jeffrey Payne,DEM,1,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Governor,Joe Mumbach,DEM,2,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Governor,Adrian Ocegueda,DEM,3,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Governor,Lupe Valdez,DEM,18,12
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Lieutenant Governor,Michael Cooper,DEM,20,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Lieutenant Governor,Mike Collier,DEM,11,16
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Attorney General,Justin Nelson,DEM,28,19
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Comptroller of Public Accounts,Tim Mahoney,DEM,19,13
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Comptroller of Public Accounts,Joi Chevalier,DEM,10,8
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Commissioner of the General Land Office,Tex Morgan,DEM,6,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Commissioner of the General Land Office,Miguel Suazo,DEM,27,21
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Commissioner of Agriculture,Kim Olson,DEM,29,15
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Railroad Commissioner,Roman McAllen,DEM,20,9
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,Railroad Commissioner,Chris Spellmon,DEM,11,10
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,29,17
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,29,17
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,31,18
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,29,20
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,30,19
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Member, State Board of Education, District No. 3",Dan Arellano,DEM,4,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Member, State Board of Education, District No. 3",Marisa B. Perez,DEM,28,22
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,29,18
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,6,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,29,19
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,32,20
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,32,20
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,33,20
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,District Clerk,Sara Trevino,DEM,32,19
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,County Clerk,Susana Moron,DEM,34,20
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,"Justice of the Peace, Precinct No. 1",Susana Salazar Contreras,DEM,34,19
Bee County,3/6/2018,2018 Democrat Primary,8,7,10,1625,County Chairman,Dela Castillo,DEM,35,18
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,United States Senator,Edward Kimbrough,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,United States Senator,Beto O'Rourke,DEM,1,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,United States Senator,Sema Hernandez,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"United States Representative, District No. 34",Filemon B. Vela,DEM,3,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Governor,Andrew White,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Governor,Grady Yarbrough,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Governor,"Cedric Davis, Sr.",DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Governor,Tom Wakely,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Governor,James Jolly Clark,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Governor,Jeffrey Payne,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Governor,Joe Mumbach,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Governor,Adrian Ocegueda,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Governor,Lupe Valdez,DEM,2,4
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Lieutenant Governor,Michael Cooper,DEM,2,4
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Lieutenant Governor,Mike Collier,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Attorney General,Justin Nelson,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Comptroller of Public Accounts,Tim Mahoney,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Comptroller of Public Accounts,Joi Chevalier,DEM,2,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Commissioner of the General Land Office,Tex Morgan,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Commissioner of the General Land Office,Miguel Suazo,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Commissioner of Agriculture,Kim Olson,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Railroad Commissioner,Roman McAllen,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,Railroad Commissioner,Chris Spellmon,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,1,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,1,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Member, State Board of Education, District No. 3",Dan Arellano,DEM,1,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Member, State Board of Education, District No. 3",Marisa B. Perez,DEM,1,4
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,3,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,1,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,District Clerk,Sara Trevino,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,County Clerk,Susana Moron,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"County Commissioner, Precinct No. 2",Mirella Escamilla Davis,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,"Justice of the Peace, Precinct No. 2",Eddie Salazar,DEM,3,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,11,268,County Chairman,Dela Castillo,DEM,2,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,United States Senator,Edward Kimbrough,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,United States Senator,Beto O'Rourke,DEM,3,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,United States Senator,Sema Hernandez,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"United States Representative, District No. 34",Filemon B. Vela,DEM,4,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Governor,Andrew White,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Governor,Grady Yarbrough,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Governor,"Cedric Davis, Sr.",DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Governor,Tom Wakely,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Governor,James Jolly Clark,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Governor,Jeffrey Payne,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Governor,Joe Mumbach,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Governor,Adrian Ocegueda,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Governor,Lupe Valdez,DEM,2,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Lieutenant Governor,Michael Cooper,DEM,3,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Lieutenant Governor,Mike Collier,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Attorney General,Justin Nelson,DEM,1,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Comptroller of Public Accounts,Tim Mahoney,DEM,2,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Comptroller of Public Accounts,Joi Chevalier,DEM,1,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Commissioner of the General Land Office,Tex Morgan,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Commissioner of the General Land Office,Miguel Suazo,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Commissioner of Agriculture,Kim Olson,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Railroad Commissioner,Roman McAllen,DEM,1,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,Railroad Commissioner,Chris Spellmon,DEM,1,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,1,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,1,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,1,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,2,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Member, State Board of Education, District No. 3",Dan Arellano,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Member, State Board of Education, District No. 3",Marisa B. Perez,DEM,4,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,1,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,4,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,District Clerk,Sara Trevino,DEM,3,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,County Clerk,Susana Moron,DEM,4,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"County Commissioner, Precinct No. 2",Mirella Escamilla Davis,DEM,6,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,"Justice of the Peace, Precinct No. 2",Eddie Salazar,DEM,2,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,12,290,County Chairman,Dela Castillo,DEM,4,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,13,1436,United States Senator,Edward Kimbrough,DEM,7,9
Bee County,3/6/2018,2018 Democrat Primary,8,7,13,1436,United States Senator,Beto O'Rourke,DEM,11,13
Bee County,3/6/2018,2018 Democrat Primary,8,7,13,1436,United States Senator,Sema Hernandez,DEM,12,8
Bee County,3/6/2018,2018 Democrat Primary,8,7,13,1436,"United States Representative, District No. 34",Filemon B. Vela,DEM,29,30
Bee County,3/6/2018,2018 Democrat Primary,8,7,13,1436,Governor,Andrew White,DEM,7,5
Bee County,3/6/2018,2018 Democrat Primary,8,7,13,1436,Governor,Grady Yarbrough,DEM,6,7
