political _subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Randall County,5/24/2022,Republican Primary Runoff,0,0,332,2326,"District Judge, 47th Judicial District",Dee Johnson,,51,39
Randall County,5/24/2022,Republican Primary Runoff,0,0,332,2326,"District Judge, 47th Judicial District",Joe Marr Wilson,,28,32
Randall County,5/24/2022,Republican Primary Runoff,0,0,415,3838,Attorney General,Ken Paxton,,95,103
Randall County,5/24/2022,Republican Primary Runoff,0,0,415,3838,Attorney General,George P. Bush,,25,28
Randall County,5/24/2022,Republican Primary Runoff,0,0,415,3838,Commissioner of the General Land Office,Tim Westley,,54,65
Randall County,5/24/2022,Republican Primary Runoff,0,0,415,3838,Commissioner of the General Land Office,Dawn Buckingham,,61,58
Randall County,5/24/2022,Republican Primary Runoff,0,0,415,3838,Railroad Commissioner,Wayne Christian,,92,79
Randall County,5/24/2022,Republican Primary Runoff,0,0,415,3838,Railroad Commissioner,Sarah Stogner,,24,44
Randall County,5/24/2022,Republican Primary Runoff,0,0,415,3838,"District Judge, 47th Judicial District",Dee Johnson,,70,65
Randall County,5/24/2022,Republican Primary Runoff,0,0,415,3838,"District Judge, 47th Judicial District",Joe Marr Wilson,,51,66
Randall County,5/24/2022,Republican Primary Runoff,0,0,415,3838,"County Commissioner, Precinct No. 4",Tam Boatler,,86,93
Randall County,5/24/2022,Republican Primary Runoff,0,0,415,3838,"County Commissioner, Precinct No. 4",Melissa Juett Kalka,,34,35
Randall County,5/24/2022,Republican Primary Runoff,0,0,415,3838,"Justice of the Peace, Precinct No. 4",Kyle Balke,,50,57
Randall County,5/24/2022,Republican Primary Runoff,0,0,415,3838,"Justice of the Peace, Precinct No. 4",Joanne Garcia Flores,,70,68
Randall County,5/24/2022,Republican Primary Runoff,0,0,418,3544,Attorney General,Ken Paxton,,153,92
Randall County,5/24/2022,Republican Primary Runoff,0,0,418,3544,Attorney General,George P. Bush,,63,36
Randall County,5/24/2022,Republican Primary Runoff,0,0,418,3544,Commissioner of the General Land Office,Tim Westley,,99,50
Randall County,5/24/2022,Republican Primary Runoff,0,0,418,3544,Commissioner of the General Land Office,Dawn Buckingham,,104,59
Randall County,5/24/2022,Republican Primary Runoff,0,0,418,3544,Railroad Commissioner,Wayne Christian,,138,77
Randall County,5/24/2022,Republican Primary Runoff,0,0,418,3544,Railroad Commissioner,Sarah Stogner,,65,32
Randall County,5/24/2022,Republican Primary Runoff,0,0,418,3544,"District Judge, 47th Judicial District",Dee Johnson,,126,70
Randall County,5/24/2022,Republican Primary Runoff,0,0,418,3544,"District Judge, 47th Judicial District",Joe Marr Wilson,,91,54
Randall County,5/24/2022,Republican Primary Runoff,0,0,418,3544,"County Commissioner, Precinct No. 4",Tam Boatler,,161,89
Randall County,5/24/2022,Republican Primary Runoff,0,0,418,3544,"County Commissioner, Precinct No. 4",Melissa Juett Kalka,,53,38
Randall County,5/24/2022,Republican Primary Runoff,0,0,418,3544,"Justice of the Peace, Precinct No. 4",Kyle Balke,,85,52
Randall County,5/24/2022,Republican Primary Runoff,0,0,418,3544,"Justice of the Peace, Precinct No. 4",Joanne Garcia Flores,,126,73
Randall County,5/24/2022,Republican Primary Runoff,1,1,420,3658,Attorney General,Ken Paxton,,243,123
Randall County,5/24/2022,Republican Primary Runoff,1,1,420,3658,Attorney General,George P. Bush,,86,40
Randall County,5/24/2022,Republican Primary Runoff,1,1,420,3658,Commissioner of the General Land Office,Tim Westley,,138,66
Randall County,5/24/2022,Republican Primary Runoff,1,1,420,3658,Commissioner of the General Land Office,Dawn Buckingham,,160,69
Randall County,5/24/2022,Republican Primary Runoff,1,1,420,3658,Railroad Commissioner,Wayne Christian,,229,97
Randall County,5/24/2022,Republican Primary Runoff,1,1,420,3658,Railroad Commissioner,Sarah Stogner,,77,43
Randall County,5/24/2022,Republican Primary Runoff,1,1,420,3658,"District Judge, 47th Judicial District",Dee Johnson,,197,102
Randall County,5/24/2022,Republican Primary Runoff,1,1,420,3658,"District Judge, 47th Judicial District",Joe Marr Wilson,,128,62
Randall County,5/24/2022,Republican Primary Runoff,1,1,420,3658,"County Commissioner, Precinct No. 4",Tam Boatler,,234,127
Randall County,5/24/2022,Republican Primary Runoff,1,1,420,3658,"County Commissioner, Precinct No. 4",Melissa Juett Kalka,,89,37
Randall County,5/24/2022,Republican Primary Runoff,1,1,420,3658,"Justice of the Peace, Precinct No. 4",Kyle Balke,,157,85
Randall County,5/24/2022,Republican Primary Runoff,1,1,420,3658,"Justice of the Peace, Precinct No. 4",Joanne Garcia Flores,,164,68
Randall County,5/24/2022,Republican Primary Runoff,0,0,421,3571,Attorney General,Ken Paxton,,128,80
Randall County,5/24/2022,Republican Primary Runoff,0,0,421,3571,Attorney General,George P. Bush,,40,20
Randall County,5/24/2022,Republican Primary Runoff,0,0,421,3571,Commissioner of the General Land Office,Tim Westley,,86,49
Randall County,5/24/2022,Republican Primary Runoff,0,0,421,3571,Commissioner of the General Land Office,Dawn Buckingham,,76,45
Randall County,5/24/2022,Republican Primary Runoff,0,0,421,3571,Railroad Commissioner,Wayne Christian,,125,63
Randall County,5/24/2022,Republican Primary Runoff,0,0,421,3571,Railroad Commissioner,Sarah Stogner,,39,33
Randall County,5/24/2022,Republican Primary Runoff,0,0,421,3571,"District Judge, 47th Judicial District",Dee Johnson,,68,46
Randall County,5/24/2022,Republican Primary Runoff,0,0,421,3571,"District Judge, 47th Judicial District",Joe Marr Wilson,,99,56
Randall County,5/24/2022,Republican Primary Runoff,0,0,421,3571,"County Commissioner, Precinct No. 4",Tam Boatler,,116,72
Randall County,5/24/2022,Republican Primary Runoff,0,0,421,3571,"County Commissioner, Precinct No. 4",Melissa Juett Kalka,,51,29
Randall County,5/24/2022,Republican Primary Runoff,0,0,421,3571,"Justice of the Peace, Precinct No. 4",Kyle Balke,,84,57
Randall County,5/24/2022,Republican Primary Runoff,0,0,421,3571,"Justice of the Peace, Precinct No. 4",Joanne Garcia Flores,,82,42
Randall County,5/24/2022,Republican Primary Runoff,3,2,426,4398,Attorney General,Ken Paxton,,175,149
Randall County,5/24/2022,Republican Primary Runoff,3,2,426,4398,Attorney General,George P. Bush,,62,52
Randall County,5/24/2022,Republican Primary Runoff,3,2,426,4398,Commissioner of the General Land Office,Tim Westley,,94,78
Randall County,5/24/2022,Republican Primary Runoff,3,2,426,4398,Commissioner of the General Land Office,Dawn Buckingham,,130,113
Randall County,5/24/2022,Republican Primary Runoff,3,2,426,4398,Railroad Commissioner,Wayne Christian,,172,142
Randall County,5/24/2022,Republican Primary Runoff,3,2,426,4398,Railroad Commissioner,Sarah Stogner,,53,52
Randall County,5/24/2022,Republican Primary Runoff,3,2,426,4398,"District Judge, 47th Judicial District",Dee Johnson,,134,111
Randall County,5/24/2022,Republican Primary Runoff,3,2,426,4398,"District Judge, 47th Judicial District",Joe Marr Wilson,,95,92
Randall County,5/24/2022,Republican Primary Runoff,3,2,426,4398,"County Commissioner, Precinct No. 4",Tam Boatler,,166,141
Randall County,5/24/2022,Republican Primary Runoff,3,2,426,4398,"County Commissioner, Precinct No. 4",Melissa Juett Kalka,,67,60
Randall County,5/24/2022,Republican Primary Runoff,3,2,426,4398,"Justice of the Peace, Precinct No. 4",Kyle Balke,,108,87
Randall County,5/24/2022,Republican Primary Runoff,3,2,426,4398,"Justice of the Peace, Precinct No. 4",Joanne Garcia Flores,,119,110
Randall County,5/24/2022,Republican Primary Runoff,3,3,429,4537,Attorney General,Ken Paxton,,185,141
Randall County,5/24/2022,Republican Primary Runoff,3,3,429,4537,Attorney General,George P. Bush,,124,67
Randall County,5/24/2022,Republican Primary Runoff,3,3,429,4537,Commissioner of the General Land Office,Tim Westley,,121,84
Randall County,5/24/2022,Republican Primary Runoff,3,3,429,4537,Commissioner of the General Land Office,Dawn Buckingham,,157,101
Randall County,5/24/2022,Republican Primary Runoff,3,3,429,4537,Railroad Commissioner,Wayne Christian,,193,141
Randall County,5/24/2022,Republican Primary Runoff,3,3,429,4537,Railroad Commissioner,Sarah Stogner,,87,48
Randall County,5/24/2022,Republican Primary Runoff,3,3,429,4537,"District Judge, 47th Judicial District",Dee Johnson,,196,117
Randall County,5/24/2022,Republican Primary Runoff,3,3,429,4537,"District Judge, 47th Judicial District",Joe Marr Wilson,,112,91
Randall County,5/24/2022,Republican Primary Runoff,3,3,429,4537,"County Commissioner, Precinct No. 4",Tam Boatler,,139,109
Randall County,5/24/2022,Republican Primary Runoff,3,3,429,4537,"County Commissioner, Precinct No. 4",Melissa Juett Kalka,,166,97
Randall County,5/24/2022,Republican Primary Runoff,3,3,429,4537,"Justice of the Peace, Precinct No. 4",Kyle Balke,,129,92
Randall County,5/24/2022,Republican Primary Runoff,3,3,429,4537,"Justice of the Peace, Precinct No. 4",Joanne Garcia Flores,,168,105
