political_subdivision,election_date,election_name,total prov ballots,total prov ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_voters
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,116,3112,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,18,15
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,116,3112,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,13,14
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,116,3112,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",PETE GARCIA,,14,17
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,116,3112,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",VICTOR PEREZ,,17,11
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,116,3112,"STATE SENATOR, DISTRICT 27",MORGAN LAMANTIA,,18,11
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,116,3112,"STATE SENATOR, DISTRICT 27",SARA STAPLETON-BARRERA,,14,18
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,117,584,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,8,2
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,117,584,LIEUTENANT GOVERNOR,MIKE COLLIER,,4,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,117,584,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,7,2
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,117,584,ATTORNEY GENERAL,JOE JAWORSKI,,5,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,117,584,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,9,2
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,117,584,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,2,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,117,584,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,9,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,117,584,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,3,2
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,117,584,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",PETE GARCIA,,8,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,117,584,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",VICTOR PEREZ,,4,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,117,584,"STATE SENATOR, DISTRICT 27",MORGAN LAMANTIA,,7,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,117,584,"STATE SENATOR, DISTRICT 27",SARA STAPLETON-BARRERA,,5,2
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,118,3122,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,39,25
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,118,3122,LIEUTENANT GOVERNOR,MIKE COLLIER,,22,14
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,118,3122,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,55,33
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,118,3122,ATTORNEY GENERAL,JOE JAWORSKI,,10,7
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,118,3122,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,55,31
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,118,3122,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,10,9
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,118,3122,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,54,27
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,118,3122,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,11,14
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,118,3122,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",PETE GARCIA,,33,19
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,118,3122,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",VICTOR PEREZ,,30,20
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,118,3122,"STATE SENATOR, DISTRICT 27",MORGAN LAMANTIA,,54,31
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,118,3122,"STATE SENATOR, DISTRICT 27",SARA STAPLETON-BARRERA,,18,12
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,119,1221,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,7,11
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,119,1221,LIEUTENANT GOVERNOR,MIKE COLLIER,,11,9
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,119,1221,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,11,17
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,119,1221,ATTORNEY GENERAL,JOE JAWORSKI,,7,3
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,119,1221,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,3,5
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,119,1221,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,14,14
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,119,1221,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,7,10
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,119,1221,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,10,10
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,119,1221,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",PETE GARCIA,,7,8
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,119,1221,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",VICTOR PEREZ,,11,12
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,119,1221,"STATE SENATOR, DISTRICT 27",MORGAN LAMANTIA,,6,8
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,119,1221,"STATE SENATOR, DISTRICT 27",SARA STAPLETON-BARRERA,,12,12
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,120,743,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,0,7
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,120,743,LIEUTENANT GOVERNOR,MIKE COLLIER,,2,5
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,120,743,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,2,10
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,120,743,ATTORNEY GENERAL,JOE JAWORSKI,,0,3
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,120,743,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,2,7
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,120,743,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,0,5
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,120,743,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,0,6
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,120,743,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,2,6
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,120,743,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",PETE GARCIA,,2,6
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,120,743,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",VICTOR PEREZ,,0,6
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,120,743,"STATE SENATOR, DISTRICT 27",MORGAN LAMANTIA,,1,4
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,120,743,"STATE SENATOR, DISTRICT 27",SARA STAPLETON-BARRERA,,1,8
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,121,2173,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,15,15
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,121,2173,LIEUTENANT GOVERNOR,MIKE COLLIER,,9,6
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,121,2173,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,14,17
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,121,2173,ATTORNEY GENERAL,JOE JAWORSKI,,10,4
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,121,2173,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,17,7
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,121,2173,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,7,12
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,121,2173,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,18,10
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,121,2173,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,6,10
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,121,2173,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",PETE GARCIA,,15,11
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,121,2173,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",VICTOR PEREZ,,8,10
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,121,2173,"STATE SENATOR, DISTRICT 27",MORGAN LAMANTIA,,16,11
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,121,2173,"STATE SENATOR, DISTRICT 27",SARA STAPLETON-BARRERA,,8,12
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,122,26,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,122,26,LIEUTENANT GOVERNOR,MIKE COLLIER,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,122,26,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,122,26,ATTORNEY GENERAL,JOE JAWORSKI,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,122,26,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,122,26,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,122,26,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,122,26,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,122,26,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",PETE GARCIA,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,122,26,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",VICTOR PEREZ,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,122,26,"STATE SENATOR, DISTRICT 27",MORGAN LAMANTIA,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,122,26,"STATE SENATOR, DISTRICT 27",SARA STAPLETON-BARRERA,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,123,116,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,0,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,123,116,LIEUTENANT GOVERNOR,MIKE COLLIER,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,123,116,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,0,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,123,116,ATTORNEY GENERAL,JOE JAWORSKI,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,123,116,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,123,116,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,0,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,123,116,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,0,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,123,116,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,123,116,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",PETE GARCIA,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,123,116,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",VICTOR PEREZ,,0,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,123,116,"STATE SENATOR, DISTRICT 27",MORGAN LAMANTIA,,0,1
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,123,116,"STATE SENATOR, DISTRICT 27",SARA STAPLETON-BARRERA,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,124,3475,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,30,21
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,124,3475,LIEUTENANT GOVERNOR,MIKE COLLIER,,28,16
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,124,3475,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,47,33
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,124,3475,ATTORNEY GENERAL,JOE JAWORSKI,,11,4
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,124,3475,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,48,28
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,124,3475,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,9,8
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,124,3475,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,46,25
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,124,3475,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,11,13
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,124,3475,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",PETE GARCIA,,33,27
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,124,3475,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",VICTOR PEREZ,,24,9
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,124,3475,"STATE SENATOR, DISTRICT 27",MORGAN LAMANTIA,,26,19
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,124,3475,"STATE SENATOR, DISTRICT 27",SARA STAPLETON-BARRERA,,32,19
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,125,51,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,125,51,LIEUTENANT GOVERNOR,MIKE COLLIER,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,125,51,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,125,51,ATTORNEY GENERAL,JOE JAWORSKI,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,125,51,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,125,51,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,125,51,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,125,51,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,125,51,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",PETE GARCIA,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,125,51,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2",VICTOR PEREZ,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,125,51,"STATE SENATOR, DISTRICT 27",MORGAN LAMANTIA,,0,0
San Patricio County Democratic Party,5/24/2022,Primary Runoff,,,125,51,"STATE SENATOR, DISTRICT 27",SARA STAPLETON-BARRERA,,0,0
